id,scheme,Aum-Domestic,Aum-Foreign,Timeline Quarter
114377,ICICI Prudential Blended Plan B Institutional Monthly Dividend Option - II,16145.70,0,April - June 2012
102140,ICICI Prudential Cautious - Dividend,0,193.65,April - June 2012
102139,ICICI Prudential Cautious - Growth,0,167.26,April - June 2012
101127,ICICI Prudential Child Care Plan Gift - Cumulative,17072.29,0,April - June 2012
101098,ICICI Prudential Child Care Plan Study - Cumulative,3427.21,0,April - June 2012
102741,ICICI Prudential Corporate Bond Fund - Growth,3837.31,0,April - June 2012
117330,ICICI Prudential Corporate Bond Fund - Half Yearly Dividend,14.39,0,April - June 2012
113137,ICICI Prudential Corporate Bond Fund - Quarterly Dividend,1704.51,0,April - June 2012
113138,ICICI Prudential Corporate Bond Fund Plan B - Quarterly Dividend,1862.07,0,April - June 2012
113136,ICICI Prudential Corporate Bond Fund Plan C - Quarterly Dividend,569.48,0,April - June 2012
102743,ICICI Prudential Corporate Bond Fund-Plan B-Growth,3541.46,0,April - June 2012
101143,ICICI Prudential Dynamic - Dividend,139020.86,0,April - June 2012
101144,ICICI Prudential Dynamic - Growth,258403.92,0,April - June 2012
102143,ICICI Prudential Dynamic Accrual Plan - Dividend,0,174.99,April - June 2012
102141,ICICI Prudential Dynamic Accrual Plan - Growth,0,205.25,April - June 2012
113055,ICICI Prudential Dynamic Bond Fund - Daily Dividend,26.52,0,April - June 2012
111996,ICICI Prudential Dynamic Bond Fund - Growth,582.11,0,April - June 2012
111997,ICICI Prudential Dynamic Bond Fund - Monthly Dividend,352.78,0,April - June 2012
112000,ICICI Prudential Dynamic Bond Fund - Premium Monthly Dividend,649.23,0,April - June 2012
112002,ICICI Prudential Dynamic Bond Fund - Premium Plus Growth,4060.25,0,April - June 2012
112004,ICICI Prudential Dynamic Bond Fund - Premium Plus Quarterly Dividend,1705.67,0,April - June 2012
112001,ICICI Prudential Dynamic Bond Fund - Premium Quarterly Dividend,694.35,0,April - June 2012
111998,ICICI Prudential Dynamic Bond Fund - Quarterly Dividend,460.87,0,April - June 2012
113053,ICICI Prudential Dynamic Bond Fund Premium Daily Dividend,25.64,0,April - June 2012
116715,ICICI Prudential Dynamic Plan- Institutional Dividend Option,310.77,0,April - June 2012
115269,ICICI Prudential Dynamic Plan- Institutional Growth Option,742.52,0,April - June 2012
104898,ICICI Prudential Dynamic Plan-Institutional Option - I,1377.07,0,April - June 2012
104682,ICICI Prudential Equity - Arbritrage Fund-Institutional Dividend Option,0.44,0,April - June 2012
104684,ICICI Prudential Equity - Arbritrage Fund-Institutional Growth Option,0.06,0,April - June 2012
104681,ICICI Prudential Equity Arbitrage Fund - Dividend,1637.58,0,April - June 2012
104683,ICICI Prudential Equity Arbitrage Fund - Growth,1705.74,0,April - June 2012
103313,ICICI Prudential Exports and Other Services Fund - Dividend,6926.41,0,April - June 2012
103312,ICICI Prudential Exports and Other Services Fund - Growth,8955.38,0,April - June 2012
101618,ICICI Prudential Flexible Income - Daily Dividend,327576.64,0,April - June 2012
101619,ICICI Prudential Flexible Income - Growth,233002.06,0,April - June 2012
101617,ICICI Prudential Flexible Income - Weekly Dividend,240372.11,0,April - June 2012
111795,ICICI Prudential Flexible Income Plan Retail Daily Dividend,86693.12,0,April - June 2012
111794,ICICI Prudential Flexible Income Plan Retail Growth,37247.06,0,April - June 2012
111793,ICICI Prudential Flexible Income Plan Retail Weekly Dividend,35580.04,0,April - June 2012
100351,ICICI Prudential FMCG Fund - Dividend,3756.53,0,April - June 2012
100352,ICICI Prudential FMCG Fund - Growth,11915.33,0,April - June 2012
108465,ICICI Prudential Focused Bluechip Equity Fund - Dividend,143367.81,0,April - June 2012
108466,ICICI Prudential Focused Bluechip Equity Fund - Growth,237586.30,0,April - June 2012
108467,ICICI Prudential Focused Bluechip Equity Fund - Institutional Option - I - Growth,3194.29,0,April - June 2012
102060,ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,20480.06,0,April - June 2012
102248,ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth,2703.25,0,April - June 2012
113076,ICICI Prudential Gold iWIN ETF,17073.19,0,April - June 2012
100365,ICICI Prudential Income -  Growth,16149.74,0,April - June 2012
100367,ICICI Prudential Income -  Quarterly Dividend,5651.35,0,April - June 2012
100364,ICICI Prudential Income - Half Yearly Dividend,3933.18,0,April - June 2012
101642,ICICI Prudential Income - Institutional Dividend Halfyearly,0.11,0,April - June 2012
109741,ICICI Prudential Income Opportunities Fund - Dividend Monthly,861.54,0,April - June 2012
109743,ICICI Prudential Income Opportunities Fund - Dividend Quarterly,264.31,0,April - June 2012
109740,ICICI Prudential Income Opportunities Fund - Growth,6486.51,0,April - June 2012
109742,ICICI Prudential Income Opportunities Fund- Institutional Growth,1157.54,0,April - June 2012
109744,ICICI Prudential Income Opportunities Fund- Institutional Monthly Dividend,119.54,0,April - June 2012
109745,ICICI Prudential Income Opportunities Fund- Institutional Quarterly Dividend,75.81,0,April - June 2012
101643,ICICI Prudential Income Plan-Institutional Option-Growth,5518.14,0,April - June 2012
100366,ICICI Prudential Income Plan-Institutional Quarterly Dividend,3069.79,0,April - June 2012
106822,ICICI Prudential Indo Asia Equity Fund -   Dividend,4947.32,0,April - June 2012
106823,ICICI Prudential Indo Asia Equity Fund -  Growth,11668.46,0,April - June 2012
106821,ICICI Prudential Indo Asia Equity Fund - Institutional Growth,546.97,0,April - June 2012
103150,ICICI Prudential Infrastructure Fund - Dividend,69591.93,0,April - June 2012
103149,ICICI Prudential Infrastructure Fund - Growth,116857.31,0,April - June 2012
105602,ICICI Prudential Infrastructure Fund - Institutional Option - I - Growth,3987.88,0,April - June 2012
106290,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Dividend,172.71,0,April - June 2012
106292,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Growth,1717.10,0,April - June 2012
106762,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Dividend,125.72,0,April - June 2012
106763,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Growth,708.59,0,April - June 2012
106778,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Dividend,112.16,0,April - June 2012
106777,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Growth,2254.21,0,April - June 2012
106832,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Dividend,145.44,0,April - June 2012
106833,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Growth,1084.75,0,April - June 2012
106852,ICICI Prudential Interval Fund - Half Yearly Interval Plan II - Retail Dividend,717.65,0,April - June 2012
106853,ICICI Prudential Interval Fund - Half Yearly Interval Plan II - Retail Growth,82.69,0,April - June 2012
105650,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,558.72,0,April - June 2012
105651,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,76.97,0,April - June 2012
105711,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,913.64,0,April - June 2012
105710,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,437.24,0,April - June 2012
105907,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,2135.63,0,April - June 2012
105908,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,695.59,0,April - June 2012
106141,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,1924.27,0,April - June 2012
106142,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,218.14,0,April - June 2012
106291,ICICI Prudential Interval Fund Annual Interval Plan I -  Growth,54195.91,0,April - June 2012
106293,ICICI Prudential Interval Fund Annual Interval Plan I - Dividend,2290.07,0,April - June 2012
106760,ICICI Prudential Interval Fund Annual Interval Plan II - Dividend,196.57,0,April - June 2012
106761,ICICI Prudential Interval Fund Annual Interval Plan II - Growth,4352.15,0,April - June 2012
106780,ICICI Prudential Interval Fund Annual Interval Plan III - Dividend,542.18,0,April - June 2012
106779,ICICI Prudential Interval Fund Annual Interval Plan III - Growth,12682.06,0,April - June 2012
106830,ICICI Prudential Interval Fund Annual Interval Plan IV -  Dividend,514.27,0,April - June 2012
106831,ICICI Prudential Interval Fund Annual Interval Plan IV - Growth,23672.77,0,April - June 2012
112290,ICICI Prudential Interval Fund Half Yearly Interval Plan II - Dividend,6262.51,0,April - June 2012
112291,ICICI Prudential Interval Fund Half Yearly Interval Plan II - Growth,1678.84,0,April - June 2012
106828,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Dividend,1117.96,0,April - June 2012
106829,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Growth,209.18,0,April - June 2012
106885,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Dividend,2328.49,0,April - June 2012
106886,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Growth,1236.86,0,April - June 2012
106977,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Dividend,633.46,0,April - June 2012
106976,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Growth,351.67,0,April - June 2012
107138,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Dividend,1249.41,0,April - June 2012
107139,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Growth,337.02,0,April - June 2012
107309,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,1604.15,0,April - June 2012
107310,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,1154.87,0,April - June 2012
110203,ICICI Prudential Interval Fund II Quarterly Interval - Dividend,12073.18,0,April - June 2012
110204,ICICI Prudential Interval Fund II Quarterly Interval - Growth,1892.11,0,April - June 2012
110664,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Dividend,1228.35,0,April - June 2012
110663,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Growth,705.99,0,April - June 2012
117368,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Retail Quarterly Dividend Payout,2.05,0,April - June 2012
111317,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Dividend,7807.61,0,April - June 2012
111316,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Growth,3473.46,0,April - June 2012
109855,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Dividend,3353.99,0,April - June 2012
109854,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Growth,1768.42,0,April - June 2012
110014,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Dividend,7350.56,0,April - June 2012
110013,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Growth,2002.12,0,April - June 2012
114929,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Quarterly Dividend Payout,101.35,0,April - June 2012
110384,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Dividend,885.17,0,April - June 2012
110383,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Growth,6816.78,0,April - June 2012
115927,ICICI Prudential Interval Fund II Quarterly Interval Plan F Retail Quarterly Dividend Payout,0.03,0,April - June 2012
110556,ICICI Prudential Interval Fund III Quarterly Interval - Dividend,2473.49,0,April - June 2012
110555,ICICI Prudential Interval Fund III Quarterly Interval - Growth,166.91,0,April - June 2012
110345,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,3985.75,0,April - June 2012
110348,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,1043.82,0,April - June 2012
110346,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Growth,5423.98,0,April - June 2012
110347,ICICI Prudential Interval Fund IV Quarterly Interval Plan B -Dividend,5895.87,0,April - June 2012
109680,ICICI Prudential Interval Fund Monthly Interval Plan I - Dividend,292.11,0,April - June 2012
109679,ICICI Prudential Interval Fund Monthly Interval Plan I - Growth,120.87,0,April - June 2012
115763,ICICI Prudential Interval Fund Quarterly Interval Plan - 1 Retail Quarterly Dividend Payout,1.18,0,April - June 2012
115022,ICICI Prudential Interval Fund Quarterly Interval Plan - II Retail Quarterly Dividend Payout,9.85,0,April - June 2012
111405,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Growth,4588.97,0,April - June 2012
111406,ICICI Prudential Interval Fund Quarterly Interval Plan 1 -Dividend,7857.72,0,April - June 2012
110048,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Dividend,537.85,0,April - June 2012
110047,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,138.38,0,April - June 2012
110046,ICICI Prudential Interval Fund V Monthly Interval Plan A - Dividend,101.76,0,April - June 2012
110045,ICICI Prudential Interval Fund V Monthly Interval Plan A - Growth,81.72,0,April - June 2012
104308,ICICI Prudential Liquid - Half Yearly Dividend,116.06,0,April - June 2012
103342,ICICI Prudential Liquid - Weekly Dividend,4957.70,0,April - June 2012
103343,ICICI Prudential Liquid -Daily Dividend,470095.92,0,April - June 2012
103340,ICICI Prudential Liquid -Growth,1213029.78,0,April - June 2012
100357,ICICI Prudential Liquid -Quarterly Dividend,523.71,0,April - June 2012
101751,ICICI Prudential Liquid Institutional Plan - Growth,2976.90,0,April - June 2012
100359,ICICI Prudential Liquid Institutional Plus Plan - Div - Daily,8896.24,0,April - June 2012
100360,ICICI Prudential Liquid Institutional Plus Plan - Div - Weekly,718.01,0,April - June 2012
100362,ICICI Prudential Liquid Institutional Plus Plan - Growth,2500.78,0,April - June 2012
101748,ICICI Prudential Liquid Plan - Institutional - Daily - Div,4230.46,0,April - June 2012
101749,ICICI Prudential Liquid Plan - Institutional - Monthly - Div,568.19,0,April - June 2012
101753,ICICI Prudential Liquid Plan - Institutional - Weekly - Div,463.05,0,April - June 2012
103344,ICICI Prudential Liquid Plan - Institutional Option - I,853.79,0,April - June 2012
101754,ICICI Prudential Liquid Plan Retail Daily Dividend,6707.17,0,April - June 2012
101750,ICICI Prudential Liquid Plan Retail Growth,14212.29,0,April - June 2012
101755,ICICI Prudential Liquid Plan Retail Monthly Dividend,674.68,0,April - June 2012
101752,ICICI Prudential Liquid Plan Retail Weekly Dividend,4775.29,0,April - June 2012
100358,ICICI Prudential Liquid Plan-Dividend-Institutional Quarterly,6.94,0,April - June 2012
113218,ICICI Prudential Long Term - Annual Dividend,908.21,0,April - June 2012
112096,ICICI Prudential Long Term - Growth,4695.15,0,April - June 2012
113403,ICICI Prudential Long Term - Quarterly Dividend,183.13,0,April - June 2012
100354,ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth,72495.68,0,April - June 2012
100353,ICICI Prudential Long Term Equity Fund (Tax Saving)- Dividend,57018.47,0,April - June 2012
100368,ICICI Prudential Long Term Gilt Fund - Dividend,4688.61,0,April - June 2012
100369,ICICI Prudential Long Term Gilt Fund - Growth,17532.48,0,April - June 2012
112095,ICICI Prudential Long Term Plan - Premium Dividend Option,234.13,0,April - June 2012
112094,ICICI Prudential Long Term Plan - Premium Growth Option,1046.79,0,April - June 2012
101351,ICICI Prudential Long Term Plan - Weekly Dividend,740.45,0,April - June 2012
113219,ICICI Prudential Long Term Plan Premium - Annual Dividend,14.04,0,April - June 2012
113416,ICICI Prudential Long Term Plan Premium - Quarterly Dividend,106.92,0,April - June 2012
101350,ICICI Prudential Long Term Plan Retail - Cumulative,2719.27,0,April - June 2012
113417,ICICI Prudential Long Term Plan Retail - Quarterly Dividend,255.27,0,April - June 2012
102529,ICICI Prudential MidCap Fund - Dividend,10061.00,0,April - June 2012
102528,ICICI Prudential MidCap Fund - Growth,15564.02,0,April - June 2012
102530,ICICI Prudential MidCap Fund - Institutional Option - I,371.41,0,April - June 2012
102330,ICICI Prudential MIP - 25 -  Plan -  Growth,28854.36,0,April - June 2012
113098,ICICI Prudential MIP - 25 -  Plan -  Half Yearly Dividend,261.42,0,April - June 2012
102331,ICICI Prudential MIP - 25 -  Plan -  Monthly Dividend,15221.64,0,April - June 2012
113097,ICICI Prudential MIP - 25 -  Plan -  Quarterly Dividend,3813.94,0,April - June 2012
100955,ICICI Prudential MIP - Dividend Half Yearly,557.44,0,April - June 2012
100953,ICICI Prudential MIP - Dividend Monthly,11594.25,0,April - June 2012
100954,ICICI Prudential MIP - Dividend Quarterly,4665.64,0,April - June 2012
100952,ICICI Prudential MIP - Growth,24749.85,0,April - June 2012
102138,ICICI Prudential Moderate - Dividend,0,293.84,April - June 2012
102137,ICICI Prudential Moderate - Growth,0,318.24,April - June 2012
115328,ICICI Prudential Money Market Fund Dividend,34.75,0,April - June 2012
103634,ICICI Prudential Money Market Fund Option - Daily Dividend,86788.72,0,April - June 2012
103633,ICICI Prudential Money Market Fund Option - Growth,130113.88,0,April - June 2012
103637,ICICI Prudential Money Market Fund Option - Monthly Dividend,28.07,0,April - June 2012
103635,ICICI Prudential Money Market Fund Option - Weekly Dividend,327.82,0,April - June 2012
103636,ICICI Prudential Money Market Fund Option -Fortnightly Dividend,22.89,0,April - June 2012
101221,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),253.87,0,April - June 2012
101706,ICICI Prudential Multicap Fund - Dividend,16800.20,0,April - June 2012
101228,ICICI Prudential Multicap Fund - Growth,29267.34,0,April - June 2012
102957,ICICI Prudential Multicap Fund - Institutional Option - I,1234.46,0,April - June 2012
101349,ICICI Prudential Nifty Index Fund -  Cumulative Option,8949.90,0,April - June 2012
111356,ICICI Prudential Nifty Index Fund - Institutional Option I,77.41,0,April - June 2012
112957,ICICI Prudential Nifty Next 50 Index Fund - Growth,557.75,0,April - June 2012
112958,ICICI Prudential Nifty Next 50 Index Fund -Dividend,126.32,0,April - June 2012
115834,ICICI Prudential Regular Gold Savings Fund - Dividend,0,799.73,April - June 2012
115833,ICICI Prudential Regular Gold Savings Fund - Growth,0,6876.59,April - June 2012
115092,ICICI Prudential Regular Income Fund - Growth,1866.43,0,April - June 2012
115093,ICICI Prudential Regular Income Fund - Half Yearly Dividend,3.98,0,April - June 2012
115094,ICICI Prudential Regular Income Fund - Monthly Dividend,495.87,0,April - June 2012
115091,ICICI Prudential Regular Income Fund - Quarterly Dividend,338.40,0,April - June 2012
114239,ICICI Prudential Regular Savings Fund - Growth,147878.12,0,April - June 2012
114241,ICICI Prudential Regular Savings Fund - Half Yearly Dividend,8844.24,0,April - June 2012
114240,ICICI Prudential Regular Savings Fund - Quarterly Dividend,40344.83,0,April - June 2012
101804,ICICI Prudential Savings Fund - Daily Dividend,55496.77,0,April - June 2012
101803,ICICI Prudential Savings Fund - Fortnightly Dividend,2021.95,0,April - June 2012
101802,ICICI Prudential Savings Fund - Growth,17119.12,0,April - June 2012
111545,ICICI Prudential Savings Fund - Weekly Dividend,15166.28,0,April - June 2012
101800,ICICI Prudential Savings Fund Plan A - Dividend Daily,1451.28,0,April - June 2012
101796,ICICI Prudential Savings Fund Plan A - Fortnightly Dividend,2155.00,0,April - June 2012
101795,ICICI Prudential Savings Fund Plan A - Growth,3180.38,0,April - June 2012
111544,ICICI Prudential Savings Fund Plan A - Weekly Dividend Option,957.99,0,April - June 2012
101799,ICICI Prudential Savings Fund Plan B - Dividend Daily,691.00,0,April - June 2012
101794,ICICI Prudential Savings fund Plan B - Fortnightly Dividend,1415.28,0,April - June 2012
101793,ICICI Prudential Savings Fund Plan B - Growth,1758.03,0,April - June 2012
111543,ICICI Prudential Savings Fund Plan B - Weekly Dividend Option,286.27,0,April - June 2012
101801,ICICI Prudential Savings Fund Plan C - Dividend Daily,665.27,0,April - June 2012
101798,ICICI Prudential Savings Fund Plan C - Fortnightly Dividend,147.76,0,April - June 2012
101797,ICICI Prudential Savings Fund Plan C - Growth,1178.49,0,April - June 2012
111546,ICICI Prudential Savings Fund Plan C - Weekly Dividend Option,803.64,0,April - June 2012
111958,ICICI Prudential Select Large Cap Fund - Dividend,1771.62,0,April - June 2012
111957,ICICI Prudential Select Large Cap Fund -Growth,10947.47,0,April - June 2012
101705,ICICI Prudential Sensex iWIN ETF,90.95,0,April - June 2012
101758,ICICI Prudential Short Term - Growth Option,66101.43,0,April - June 2012
101165,ICICI Prudential Short Term - Monthly Dividend,63558.31,0,April - June 2012
101759,ICICI Prudential Short Term -Dividend Reinvestment Fortnightly,34400.50,0,April - June 2012
100370,ICICI Prudential Short Term Gilt Fund - Dividend,620.04,0,April - June 2012
100371,ICICI Prudential Short Term Gilt Fund - Growth,7467.54,0,April - June 2012
100372,ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,152.62,0,April - June 2012
101231,ICICI Prudential Short Term Plan-Institutional Growth-Institutional Growth,43353.70,0,April - June 2012
101230,ICICI Prudential Short Term Plan-Institutional Plan - Dividend-Fortnightly,5622.41,0,April - June 2012
101229,ICICI Prudential Short Term Plan-Institutional Plan - Dividend-Monthly,11861.80,0,April - June 2012
115294,ICICI Prudential Technology Fund - Dividend,4991.34,0,April - June 2012
100363,ICICI Prudential Technology Fund - Growth,5664.94,0,April - June 2012
100348,ICICI Prudential Top 100 Fund - Dividend,10896.05,0,April - June 2012
100349,ICICI Prudential Top 100 Fund - Growth,22239.43,0,April - June 2012
100350,ICICI Prudential Top 100 Fund- Institutional Option - I - Growth,1882.32,0,April - June 2012
111988,ICICI Prudential Ultra Short Term - Daily Dividend,2827.22,0,April - June 2012
111990,ICICI Prudential Ultra Short Term - Fortnightly Dividend,186.97,0,April - June 2012
111987,ICICI Prudential Ultra Short Term - Growth,876.36,0,April - June 2012
111991,ICICI Prudential Ultra Short Term - Monthly Dividend,700.40,0,April - June 2012
111989,ICICI Prudential Ultra Short Term - Weekly Dividend,1068.25,0,April - June 2012
111982,ICICI Prudential Ultra Short Term Plan - Premium Daily Dividend,2053.00,0,April - June 2012
111984,ICICI Prudential Ultra Short Term Plan - Premium Fort Nightly Dividend,106.04,0,April - June 2012
111981,ICICI Prudential Ultra Short Term Plan - Premium Growth,727.65,0,April - June 2012
111985,ICICI Prudential Ultra Short Term Plan - Premium Monthly Dividend,546.16,0,April - June 2012
111986,ICICI Prudential Ultra Short Term Plan - Premium Quarterly Dividend,112.55,0,April - June 2012
111983,ICICI Prudential Ultra Short Term Plan - Premium Weekly Dividend,451.85,0,April - June 2012
111994,ICICI Prudential Ultra Short Term Plan - Super Premium Daily Dividend,2162.67,0,April - June 2012
111993,ICICI Prudential Ultra Short Term Plan - Super Premium Growth,397.93,0,April - June 2012
111973,ICICI Prudential Ultra Short Term Plan - Super Premium Weekly Dividend,1105.37,0,April - June 2012
111992,ICICI Prudential Ultra Short Term Plan -Quarterly Dividend,175.04,0,April - June 2012
111976,ICICI Prudential Ultra Short Term Plan Retail Daily Dividend,2236.69,0,April - June 2012
111978,ICICI Prudential Ultra Short Term Plan Retail Fort Nightly Dividend,597.30,0,April - June 2012
111972,ICICI Prudential Ultra Short Term Plan Retail Growth,4108.07,0,April - June 2012
111979,ICICI Prudential Ultra Short Term Plan Retail Monthly Dividend,1677.55,0,April - June 2012
111980,ICICI Prudential Ultra Short Term Plan Retail Quarterly Dividend,121.49,0,April - June 2012
111977,ICICI Prudential Ultra Short Term Plan Retail Weekly Dividend,1345.20,0,April - June 2012
102595,ICICI Prudential Value Discovery Fund - Dividend,52914.76,0,April - June 2012
102594,ICICI Prudential Value Discovery Fund - Growth,129059.80,0,April - June 2012
102596,ICICI Prudential Value Discovery Fund - Institutional Option - I - Growth,936.90,0,April - June 2012
102136,ICICI Prudential Very Aggressive - Dividend,0,247.20,April - June 2012
102135,ICICI Prudential Very Aggressive - Growth,0,289.20,April - June 2012
115311,ICICI Prudential Capital Protection Oriented Fund - Series I - 24 Months - Cumulative,11218.11,0,April - June 2012
115312,ICICI Prudential Capital Protection Oriented Fund - Series I - 24 Months - Dividend,4578.12,0,April - June 2012
115560,ICICI Prudential Capital Protection Oriented Fund - Series II - 24 Months - Cumulative,12534.27,0,April - June 2012
115561,ICICI Prudential Capital Protection Oriented Fund - Series II - 24 Months - Dividend,3832.47,0,April - June 2012
115493,ICICI Prudential Capital Protection Oriented Fund - Series III - 36 Months Plan - Cumulative,10506.56,0,April - June 2012
115492,ICICI Prudential Capital Protection Oriented Fund - Series III - 36 Months Plan - Dividend,3367.21,0,April - June 2012
115845,ICICI Prudential Capital Protection Oriented Fund - Series IV - 36 Months Plan - Cumulative,2883.22,0,April - June 2012
115846,ICICI Prudential Capital Protection Oriented Fund - Series IV - 36 Months Plan - Dividend,1264.65,0,April - June 2012
115768,ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Cumulative,5709.29,0,April - June 2012
115767,ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Dividend,1715.54,0,April - June 2012
117350,ICICI Prudential Capital Protection Oriented Fund II - Series IX - 36 Months - Cumulative,1335.99,0,April - June 2012
117351,ICICI Prudential Capital Protection Oriented Fund II - Series IX - 36 Months - Dividend,338.08,0,April - June 2012
116431,ICICI Prudential Capital Protection Oriented Fund II - Series VI - 24 Months - Cumulative,5377.67,0,April - June 2012
116430,ICICI Prudential Capital Protection Oriented Fund II - Series VI - 24 Months - Dividend,1657.96,0,April - June 2012
116665,ICICI Prudential Capital Protection Oriented Fund II - Series VII - 24 Months - Cumulative,10475.30,0,April - June 2012
116666,ICICI Prudential Capital Protection Oriented Fund II - Series VII - 24 Months - Dividend,4690.31,0,April - June 2012
116987,ICICI Prudential Capital Protection Oriented Fund II - Series VIII - 24 Months - Cumulative,3152.31,0,April - June 2012
116988,ICICI Prudential Capital Protection Oriented Fund II - Series VIII - 24 Months - Dividend,544.77,0,April - June 2012
