id,scheme,Aum-Domestic,Aum-Foreign,Timeline Quarter
102175,Sundaram  Monthly Income Plan-Monthly Dividend,354.81,0,April - June 2012
102176,Sundaram  Monthly Income Plan-Quarterly-Dividend,477.98,0,April - June 2012
100617,Sundaram Balanced Fund - Appreciation Option,1213.14,0,April - June 2012
101472,Sundaram Balanced Fund - Dividend Option,4149.57,0,April - June 2012
111924,Sundaram Balanced Fund - Institutional Dividend Option,4.29,0,April - June 2012
100780,SUNDARAM BANKING AND PSU DEBT FUND  RETAIL MONTHLY DIVIDEND,1331.35,0,April - June 2012
100782,SUNDARAM BANKING AND PSU DEBT FUND REGULAR DAILY REINVESTMENT,8.94,0,April - June 2012
100784,SUNDARAM BANKING AND PSU DEBT FUND REGULAR GROWTH,3279.40,0,April - June 2012
100793,SUNDARAM BANKING AND PSU DEBT FUND REGULAR MONTHLY DIVIDEND RE INVESTMENT,398.94,0,April - June 2012
100781,SUNDARAM BANKING AND PSU DEBT FUND Retail - Growth,894.51,0,April - June 2012
100610,Sundaram Bond Saver-Annual Dividend,25.09,0,April - June 2012
100604,Sundaram Bond Saver-Bonus Option,252.13,0,April - June 2012
100603,Sundaram Bond Saver-Growth,1453.53,0,April - June 2012
100609,Sundaram Bond Saver-Half-Yearly Dividend,31.75,0,April - June 2012
100611,Sundaram Bond Saver-Institutional Plan - Bonus Option,2532.28,0,April - June 2012
100608,Sundaram Bond Saver-Institutional Plan(Growth),0.36,0,April - June 2012
100602,Sundaram Bond Saver-Qtrly Dividend,1022.88,0,April - June 2012
103210,Sundaram CAPEX Opportunities Fund-Dividend,20642.75,0,April - June 2012
103211,Sundaram CAPEX Opportunities Fund-Growth,23514.08,0,April - June 2012
100614,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Dividend,69052.42,0,April - June 2012
101853,Sundaram Diversified Equity-A Long-term Tax Saver Fund OE- App,64889.85,0,April - June 2012
107350,Sundaram Energy Opportunities Fund Dividend,18841.29,0,April - June 2012
107351,Sundaram Energy Opportunities Fund Growth,53868.64,0,April - June 2012
109130,Sundaram Entertainment Opportunities Fund - Inst  Growth,0.03,0,April - June 2012
109131,Sundaram Entertainment Opportunities Fund - Regular Dividend,1345.27,0,April - June 2012
109129,Sundaram Entertainment Opportunities Fund - Regular Growth,2030.64,0,April - June 2012
105000,Sundaram Equity Multiplier Fund Dividend,5805.07,0,April - June 2012
105001,Sundaram Equity Multiplier Fund Growth,10701.26,0,April - June 2012
115242,Sundaram Equity Plus- Dividend Option,5659.35,0,April - June 2012
115241,Sundaram Equity Plus- Growth Option,8857.66,0,April - June 2012
109060,Sundaram Financial Services Opportunities Fund Inst  Dividend,2.51,0,April - June 2012
109061,Sundaram Financial Services Opportunities Fund Inst  Growth,9.09,0,April - June 2012
109058,Sundaram Financial Services Opportunities Fund Reg Dividend,8391.57,0,April - June 2012
109059,Sundaram Financial Services Opportunities Fund Reg Growth,12394.82,0,April - June 2012
106553,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  DIVIDEND,2838.95,0,April - June 2012
106555,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN A INST  GROWTH,247.23,0,April - June 2012
106556,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR DIVIDEND,2650.65,0,April - June 2012
106554,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN A REGULAR GROWTH,406.77,0,April - June 2012
106701,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN B INST DIVIDEND,2198.47,0,April - June 2012
106703,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN B INST GROWTH,508.50,0,April - June 2012
106700,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN B REGULAR  DIVIDEND,1924.90,0,April - June 2012
106702,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN B REGULAR  GROWTH,532.66,0,April - June 2012
100788,Sundaram Flexible Fund -Flexible Income Plan  Regular - Annual  Dividend,1.98,0,April - June 2012
100789,Sundaram Flexible Fund -Flexible Income Plan  Regular - Growth,93.33,0,April - June 2012
100787,Sundaram Flexible Fund -Flexible Income Plan  Regular - Half  Yearly Dividend,0.06,0,April - June 2012
100786,Sundaram Flexible Fund -Flexible Income Plan  Regular - Quarterly Dividend,19.51,0,April - June 2012
100785,Sundaram Flexible Fund -Flexible Income Plan Regular - Monthly Dividend,27.72,0,April - June 2012
101059,SUNDARAM GILT FUND (DIV. OPTION),3.62,0,April - June 2012
101092,SUNDARAM GILT FUND (Growth. OPTION),35.05,0,April - June 2012
106369,Sundaram Global Advantage Fund Dividend,2050.73,0,April - June 2012
106370,Sundaram Global Advantage Fund Growth,3452.78,0,April - June 2012
100612,Sundaram Growth Fund-Dividend,9618.38,0,April - June 2012
100613,Sundaram Growth Fund-Growth,5166.44,0,April - June 2012
101545,Sundaram Income Plus-Appreciation,55.06,0,April - June 2012
101544,Sundaram Income Plus-Dividend,27.34,0,April - June 2012
102483,Sundaram India Leadership Fund-Dividend,7101.14,0,April - June 2012
102482,Sundaram India Leadership Fund-Growth,4437.73,0,April - June 2012
114462,Sundaram India Leadership Fund-Inst Dividend,0.26,0,April - June 2012
103392,Sundaram Money Fund Regular Daily Div. Reinvest (Formerly Super Institutional Plan),54084.41,0,April - June 2012
103397,Sundaram Money Fund Regular Growth (Formerly Super Institutional Plan),73976.48,0,April - June 2012
