,Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
35104,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.53,8.44,8.53,01-Jan-2013
35105,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.64,8.55,8.64,02-Jan-2013
35106,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.66,8.57,8.66,03-Jan-2013
35107,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.65,8.56,8.65,04-Jan-2013
35108,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.61,8.52,8.61,07-Jan-2013
35109,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.61,8.52,8.61,08-Jan-2013
35110,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.58,8.49,8.58,09-Jan-2013
35111,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.53,8.44,8.53,10-Jan-2013
35112,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.36,8.28,8.36,11-Jan-2013
35113,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.48,8.4,8.48,14-Jan-2013
35114,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.56,8.47,8.56,15-Jan-2013
35115,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.42,8.34,8.42,16-Jan-2013
35116,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.46,8.38,8.46,17-Jan-2013
35117,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.49,8.41,8.49,18-Jan-2013
35118,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.54,8.45,8.54,21-Jan-2013
35119,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.47,8.39,8.47,22-Jan-2013
35120,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.47,8.39,8.47,23-Jan-2013
35121,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.32,8.24,8.32,24-Jan-2013
35122,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.43,8.35,8.43,25-Jan-2013
35123,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.42,8.34,8.42,28-Jan-2013
35124,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.37,8.29,8.37,29-Jan-2013
35125,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.35,8.27,8.35,30-Jan-2013
35126,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.3,8.22,8.3,31-Jan-2013
35127,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.23,8.15,8.23,01-Feb-2013
35128,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.19,8.11,8.19,04-Feb-2013
35129,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.11,8.03,8.11,05-Feb-2013
35130,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.11,8.03,8.11,06-Feb-2013
35131,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.03,7.95,8.03,07-Feb-2013
35132,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.99,7.91,7.99,08-Feb-2013
35133,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.98,7.9,7.98,11-Feb-2013
35134,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.9785,7.8987,7.9785,12-Feb-2013
35135,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.922,7.8428,7.922,13-Feb-2013
35136,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7519,7.6744,7.7519,14-Feb-2013
35137,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7641,7.6865,7.7641,15-Feb-2013
35138,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8196,7.7414,7.8196,18-Feb-2013
35139,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8839,7.8051,7.8839,19-Feb-2013
35140,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8397,7.7613,7.8397,20-Feb-2013
35141,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6761,7.5993,7.6761,21-Feb-2013
35142,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7205,7.6433,7.7205,22-Feb-2013
35143,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6522,7.5757,7.6522,25-Feb-2013
35144,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5539,7.4784,7.5539,26-Feb-2013
35145,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6976,7.6206,7.6976,27-Feb-2013
35146,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4927,7.4178,7.4927,28-Feb-2013
35147,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.54,7.4646,7.54,01-Mar-2013
35148,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4577,7.3831,7.4577,04-Mar-2013
35149,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5994,7.5234,7.5994,05-Mar-2013
35150,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6638,7.5872,7.6638,06-Mar-2013
35151,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6941,7.6172,7.6941,07-Mar-2013
35152,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7906,7.7127,7.7906,08-Mar-2013
35153,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7684,7.6907,7.7684,11-Mar-2013
35154,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6908,7.6139,7.6908,12-Mar-2013
35155,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6509,7.5744,7.6509,13-Mar-2013
35156,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7251,7.6478,7.7251,14-Mar-2013
35157,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.643,7.5666,7.643,15-Mar-2013
35158,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5811,7.5053,7.5811,18-Mar-2013
35159,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4074,7.3333,7.4074,19-Mar-2013
35160,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.2301,7.1578,7.2301,20-Mar-2013
35161,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1477,7.0762,7.1477,21-Mar-2013
35162,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1403,7.0689,7.1403,22-Mar-2013
35163,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1486,7.0771,7.1486,25-Mar-2013
35164,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1908,7.1189,7.1908,26-Mar-2013
35165,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.2791,7.2063,7.2791,28-Mar-2013
35166,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.278,,,31-Mar-2013
35167,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.3585,7.2849,7.3585,01-Apr-2013
35168,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4254,7.3511,7.4254,02-Apr-2013
35169,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.3264,7.2531,7.3264,03-Apr-2013
35170,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1947,7.1228,7.1947,04-Apr-2013
35171,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1683,7.0966,7.1683,05-Apr-2013
35172,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1539,7.0824,7.1539,08-Apr-2013
35173,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1011,7.0301,7.1011,09-Apr-2013
35174,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1915,7.1196,7.1915,10-Apr-2013
35175,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1874,7.1155,7.1874,11-Apr-2013
35176,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.2069,7.1348,7.2069,12-Apr-2013
35177,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.255,7.1825,7.255,15-Apr-2013
35178,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4241,7.3499,7.4241,16-Apr-2013
35179,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4354,7.361,7.4354,17-Apr-2013
35180,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5573,7.4817,7.5573,18-Apr-2013
35181,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6729,7.5962,7.6729,22-Apr-2013
35182,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6491,7.5726,7.6491,23-Apr-2013
35183,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7309,7.6536,7.7309,25-Apr-2013
35184,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7357,7.6583,7.7357,26-Apr-2013
35185,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7528,7.6753,7.7528,29-Apr-2013
35186,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7689,7.6912,7.7689,30-Apr-2013
35187,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8572,7.7786,7.8572,02-May-2013
35188,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8125,7.7344,7.8125,03-May-2013
35189,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7973,7.7193,7.7973,06-May-2013
35190,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8585,7.7799,7.8585,07-May-2013
35191,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8446,7.7662,7.8446,08-May-2013
35192,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8117,7.7336,7.8117,09-May-2013
35193,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8323,7.754,7.8323,10-May-2013
35194,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6994,7.6224,7.6994,13-May-2013
35195,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7209,7.6437,7.7209,14-May-2013
35196,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.9126,7.8335,7.9126,15-May-2013
35197,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.0074,7.9273,8.0074,16-May-2013
35198,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),8.0591,7.9785,8.0591,17-May-2013
35199,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.9886,7.9087,7.9886,20-May-2013
35200,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.8857,7.8068,7.8857,21-May-2013
35201,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.7803,7.7025,7.7803,22-May-2013
35202,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5303,7.455,7.5303,23-May-2013
35203,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5884,7.5125,7.5884,24-May-2013
35204,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6714,7.5947,7.6714,27-May-2013
35205,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.723,7.6458,7.723,28-May-2013
35206,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6634,7.5868,7.6634,29-May-2013
35207,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.6599,7.5833,7.6599,30-May-2013
35208,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5173,7.4421,7.5173,31-May-2013
35209,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5001,7.4251,7.5001,03-Jun-2013
35210,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.5064,7.4313,7.5064,04-Jun-2013
35211,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4988,7.4238,7.4988,05-Jun-2013
35212,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.4951,7.4201,7.4951,06-Jun-2013
35213,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.3926,7.3187,7.3926,07-Jun-2013
35214,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.3109,7.2378,7.3109,10-Jun-2013
35215,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.2074,7.1353,7.2074,11-Jun-2013
35216,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1918,7.1199,7.1918,12-Jun-2013
35217,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1341,7.0628,7.1341,13-Jun-2013
35218,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.2817,7.2089,7.2817,14-Jun-2013
35219,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.3175,7.2443,7.3175,17-Jun-2013
35220,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.2943,7.2214,7.2943,18-Jun-2013
35221,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.3135,7.2404,7.3135,19-Jun-2013
35222,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.1023,7.0313,7.1023,20-Jun-2013
35223,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),7.089,7.0181,7.089,21-Jun-2013
35224,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),6.921,6.8518,6.921,24-Jun-2013
35225,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),6.916,6.8468,6.916,25-Jun-2013
35226,106095,SBI INFRASTRUCTURE FUND - REGULAR PLAN - DIVIDEND (6/7/2007),6.8613,6.7927,6.8613,26-Jun-2013
