,Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
34396,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,16.9085,16.9085,16.9085,07-Apr-2014
34397,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.3263,17.3263,17.3263,09-Apr-2014
34398,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.5258,17.5258,17.5258,10-Apr-2014
34399,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4928,17.4928,17.4928,11-Apr-2014
34400,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4358,17.4358,17.4358,15-Apr-2014
34401,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.2483,17.2483,17.2483,16-Apr-2014
34402,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.542,17.542,17.542,17-Apr-2014
34403,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.7062,17.7062,17.7062,21-Apr-2014
34404,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.7791,17.7791,17.7791,22-Apr-2014
34405,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.787,17.787,17.787,23-Apr-2014
34406,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.6059,17.6059,17.6059,25-Apr-2014
34407,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.5543,17.5543,17.5543,28-Apr-2014
34408,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4563,17.4563,17.4563,29-Apr-2014
34409,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4071,17.4071,17.4071,30-Apr-2014
34410,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.3457,17.3457,17.3457,02-May-2014
34411,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4226,17.4226,17.4226,05-May-2014
34412,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4647,17.4647,17.4647,06-May-2014
34413,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.4203,17.4203,17.4203,07-May-2014
34414,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.401,17.401,17.401,08-May-2014
34415,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,17.9149,17.9149,17.9149,09-May-2014
34416,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,18.2628,18.2628,18.2628,12-May-2014
34417,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,18.5065,18.5065,18.5065,13-May-2014
34418,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,18.6496,18.6496,18.6496,14-May-2014
34419,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,18.6002,18.6002,18.6002,15-May-2014
34420,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,19.1167,19.1167,19.1167,16-May-2014
34421,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,19.9869,19.9869,19.9869,19-May-2014
34422,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,19.9747,19.9747,19.9747,20-May-2014
34423,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,20.0005,20.0005,20.0005,21-May-2014
34424,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,20.273,20.273,20.273,22-May-2014
34425,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,20.6631,20.6631,20.6631,23-May-2014
34426,129213,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,20.5871,20.5871,20.5871,26-May-2014
