,Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
49683,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.8639,29.5653,29.8639,01-Jan-2013
49684,101766,Tata Infrastructure Fund-Regular Plan- Growth,30.013,29.7129,30.013,02-Jan-2013
49685,101766,Tata Infrastructure Fund-Regular Plan- Growth,30.1666,29.8649,30.1666,03-Jan-2013
49686,101766,Tata Infrastructure Fund-Regular Plan- Growth,30.1344,29.8331,30.1344,04-Jan-2013
49687,101766,Tata Infrastructure Fund-Regular Plan- Growth,30.0533,29.7528,30.0533,07-Jan-2013
49688,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.9645,29.6649,29.9645,08-Jan-2013
49689,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.8483,29.5498,29.8483,09-Jan-2013
49690,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.7351,29.4377,29.7351,10-Jan-2013
49691,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.3175,29.0243,29.3175,11-Jan-2013
49692,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.5222,29.227,29.5222,14-Jan-2013
49693,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.6606,29.364,29.6606,15-Jan-2013
49694,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.364,29.0704,29.364,16-Jan-2013
49695,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.4291,29.1348,29.4291,17-Jan-2013
49696,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.6177,29.3215,29.6177,18-Jan-2013
49697,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.5928,29.2969,29.5928,21-Jan-2013
49698,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.3871,29.0932,29.3871,22-Jan-2013
49699,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.3945,29.1006,29.3945,23-Jan-2013
49700,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.1407,28.8493,29.1407,24-Jan-2013
49701,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.2562,28.9636,29.2562,25-Jan-2013
49702,101766,Tata Infrastructure Fund-Regular Plan- Growth,29.2032,28.9112,29.2032,28-Jan-2013
49703,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.9501,28.6606,28.9501,29-Jan-2013
49704,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.8779,28.5891,28.8779,30-Jan-2013
49705,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.8199,28.5317,28.8199,31-Jan-2013
49706,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.7211,28.4339,28.7211,01-Feb-2013
49707,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.6143,28.3282,28.6143,04-Feb-2013
49708,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.4592,28.1746,28.4592,05-Feb-2013
49709,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.4168,28.1326,28.4168,06-Feb-2013
49710,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.2901,28.0072,28.2901,07-Feb-2013
49711,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.1166,27.8354,28.1166,08-Feb-2013
49712,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.0367,27.7563,28.0367,11-Feb-2013
49713,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.2286,27.9463,28.2286,12-Feb-2013
49714,101766,Tata Infrastructure Fund-Regular Plan- Growth,28.2395,27.9571,28.2395,13-Feb-2013
49715,101766,Tata Infrastructure Fund-Regular Plan- Growth,27.9539,27.6744,27.9539,14-Feb-2013
