,Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
0,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,10.0464,9.9459,10.0464,29-Dec-2015
1,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,10.0467,9.9462,10.0467,30-Dec-2015
2,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,10.0569,9.9563,10.0569,31-Dec-2015
3,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,10.0642,9.9636,10.0642,01-Jan-2016
4,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.9945,9.8946,9.9945,04-Jan-2016
5,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.993,9.8931,9.993,05-Jan-2016
6,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.9954,9.8954,9.9954,06-Jan-2016
7,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.9288,9.8295,9.9288,07-Jan-2016
8,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.9549,9.8554,9.9549,08-Jan-2016
9,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.9187,9.8195,9.9187,11-Jan-2016
10,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.8203,9.7221,9.8203,12-Jan-2016
11,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.8541,9.7556,9.8541,13-Jan-2016
12,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.7798,9.682,9.7798,14-Jan-2016
13,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.6884,9.5915,9.6884,15-Jan-2016
14,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.5469,9.4514,9.5469,18-Jan-2016
15,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.6185,9.5223,9.6185,19-Jan-2016
16,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.4671,9.3724,9.4671,20-Jan-2016
17,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.546,9.4505,9.546,21-Jan-2016
18,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.743,9.6456,9.743,22-Jan-2016
19,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.7934,9.6955,9.7934,25-Jan-2016
20,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.7987,9.7007,9.7987,27-Jan-2016
21,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.7396,9.6422,9.7396,28-Jan-2016
22,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.8298,9.7315,9.8298,29-Jan-2016
23,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.7672,9.6695,9.7672,01-Feb-2016
24,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.6221,9.5259,9.6221,02-Feb-2016
25,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.5225,9.4273,9.5225,03-Feb-2016
26,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.5371,9.4417,9.5371,04-Feb-2016
27,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.7244,9.6272,9.7244,05-Feb-2016
28,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.6642,9.5676,9.6642,08-Feb-2016
29,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.5504,9.4549,9.5504,09-Feb-2016
30,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.3792,9.2854,9.3792,10-Feb-2016
31,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.0396,8.9492,9.0396,11-Feb-2016
32,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.0805,8.9897,9.0805,12-Feb-2016
33,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.3106,9.2175,9.3106,15-Feb-2016
34,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.1281,9.0368,9.1281,16-Feb-2016
35,135789,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,9.1004,9.0094,9.1004,17-Feb-2016
