,ID,Name
95,120595,ICICI Prudential Technology Fund - Direct Plan -  Dividend
96,120594,ICICI Prudential Technology Fund - Direct Plan -  Growth
97,115294,ICICI Prudential Technology Fund - Dividend
98,100363,ICICI Prudential Technology Fund - Growth
99,120597,ICICI Prudential Top 100 Fund - Direct Plan -  Dividend
100,120596,ICICI Prudential Top 100 Fund - Direct Plan -  Growth
101,100348,ICICI Prudential Top 100 Fund - Dividend
102,100349,ICICI Prudential Top 100 Fund - Growth
103,100350,ICICI Prudential Top 100 Fund- Institutional Option - I - Growth
104,120185,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Dividend
105,120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth
106,117619,ICICI Prudential US Bluechip Equity Fund - Dividend
107,117620,ICICI Prudential US Bluechip Equity Fund - Growth
108,120322,ICICI Prudential Value Discovery Fund - Direct Plan - Dividend
109,120323,ICICI Prudential Value Discovery Fund - Direct Plan - Growth
110,102595,ICICI Prudential Value Discovery Fund - Dividend
111,102594,ICICI Prudential Value Discovery Fund - Growth
112,102596,ICICI Prudential Value Discovery Fund - Institutional Option - I - Growth
