,ID,Name
89,118693,Reliance Mid & Small Cap Fund - Direct Plan Dividend Plan
90,118692,Reliance Mid & Small Cap Fund - Direct Plan Growth Plan - Growth Option
91,104638,Reliance Mid & Small Cap Fund -Dividend Plan
92,104637,Reliance Mid & Small Cap Fund -Growth Plan -Growth Option
93,118755,Reliance Natural Resources Fund - Direct Plan Bonus Plan - Bonus
94,118752,Reliance Natural Resources Fund - Direct Plan Dividend Plan - Dividend Payout Option
95,118753,Reliance Natural Resources Fund - Direct Plan Growth Plan - Growth Option - Growth
96,107637,Reliance Natural Resources Fund-Dividend Plan-Dividend Option
97,107635,Reliance Natural Resources Fund-Growth Plan-Bonus Option
98,107636,Reliance Natural Resources Fund-Growth Plan-Growth Option
99,118738,Reliance NRI Equity Fund - Direct Plan Dividend Plan
100,118737,Reliance NRI Equity Fund - Direct Plan Growth Plan - Bonus Option
101,118736,Reliance NRI Equity Fund - Direct Plan Growth Plan - Growth Option
102,102848,Reliance NRI Equity Fund-Dividend Plan
103,102847,Reliance NRI Equity Fund-Growth Plan-Bonus Option
104,102846,Reliance NRI Equity Fund-Growth Plan-Growth Option
105,118756,Reliance Pharma Fund - Direct Plan Dividend Plan
106,118758,Reliance Pharma Fund - Direct Plan Growth Plan - Bonus Option
107,118759,Reliance Pharma Fund - Direct Plan Growth Plan - Growth Option
108,102433,Reliance Pharma Fund-Dividend Plan
109,102432,Reliance Pharma Fund-Growth Plan-Bonus Option
110,102431,Reliance Pharma Fund-Growth Plan-Growth Option
111,118767,Reliance Quant Plus Fund - Direct Plan Dividend Plan
112,118770,Reliance Quant Plus Fund - Direct Plan Growth Plan - Bonus Option
113,118769,Reliance Quant Plus Fund - Direct Plan Growth Plan - Growth Option
114,108252,Reliance Quant Plus Fund -Dividend Plan
115,108249,Reliance Quant Plus Fund -Growth Plan - Growth Option
116,108258,Reliance Quant Plus Fund -Growth Plan -Bonus Option
117,118782,Reliance Regular Savings Fund - Equity Option - Direct Plan Dividend Plan
118,118784,Reliance Regular Savings Fund - Equity Option - Direct Plan Growth Plan
119,103086,Reliance Regular Savings Fund-EQUITY OPTION-Dividend Plan
120,103085,Reliance Regular Savings Fund-EQUITY OPTION-Growth Plan
121,133568,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option
122,133566,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Dividend Payout Option
123,133630,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option
124,133567,Reliance Retirement Fund- Wealth Creation Scheme- Dividend Payout Option
125,133565,Reliance Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option
126,133631,Reliance Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option
127,118775,Reliance Small Cap Fund - Direct Plan Dividend Plan
128,118777,Reliance Small Cap Fund - Direct Plan Growth Plan - Bonus Option
129,118778,Reliance Small Cap Fund - Direct Plan Growth Plan - Growth Option
130,113179,Reliance Small Cap Fund - Dividend Plan
131,113178,Reliance Small Cap Fund - Growth Plan - Bonus Option
132,113177,Reliance Small Cap Fund - Growth Plan - Growth Option
133,118634,Reliance Top 200 Fund - Direct Plan Dividend Plan
134,118633,Reliance Top 200 Fund - Direct Plan Growth Plan - Bonus Option
135,118632,Reliance Top 200 Fund - Direct Plan Growth Plan - Growth Option
136,106236,Reliance Top 200 Fund- Dividend Plan
137,106235,Reliance Top 200 Fund- Growth Plan -Growth Option
138,106240,Reliance Top 200 Fund- Growth Plan Bonus Option
139,106238,Reliance Top 200 Fund-Institutional Plan Growth Plan Bonus Option
140,134925,Reliance US Equity Opportunites Fund- Direct Plan- Dividend  Plan
141,134923,Reliance US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option
142,134924,Reliance US Equity Opportunites Fund- Dividend  Plan
143,134922,Reliance US Equity Opportunites Fund- Growth Plan- Growth Option
144,118676,Reliance Vision Fund - Direct Plan Dividend Plan
145,118675,Reliance Vision Fund - Direct Plan Growth Plan - Bonus Option
146,118678,Reliance Vision Fund - Direct Plan Growth Plan - Growth Option
147,106255,Reliance Vision Fund Institutional Dividend Plan
148,106256,Reliance Vision Fund Institutional Plan Growth Plan Growth Option
149,100378,Reliance Vision Fund-DIVIDEND PLAN-D
150,100379,Reliance Vision Fund-GROWTH PLAN-Bonus Option
151,100380,Reliance Vision Fund-GROWTH PLAN-Growth Option
