Timeline Quarter,AUM
2013-04,737.26
2014-04,3063.69
2015-04,6852.01
2016-04,10989.27
2017-04,12372.68
2013-01,215.52
2014-01,2530.39
2015-01,6185.55
2016-01,10687.15
2017-01,13059.51
2013-07,1333.26
2014-07,3778.52
2015-07,8204.48
2016-07,12157.04
2017-07,13993.68
2013-10,1714.87
2014-10,5220.72
2015-10,10496.16
2016-10,13566.93
2017-10,18901.13
