Timeline Quarter,AUM
2012-01,61140.5
2012-04,61937.64
2012-07,85136.91
2012-10,108862.21
2013-01,123615.69
2013-04,121812.6
2013-07,114740.42
2013-10,125198.45
2014-01,138528.08
2014-04,156440.96
2014-07,175526.4
2014-10,203068.73
2015-01,241256.29
2015-04,290297.3
2015-07,343101.23
2015-10,429749.53
2016-01,514176.96
2016-04,697617.84
2016-07,890301.55
2016-10,1025901.22
2017-01,1199995.5
2017-04,1413901.77
2017-07,1590066.57
2017-10,1747105.5
