,Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
79516,101706,ICICI Prudential Multicap Fund - Dividend,16.49,16.33,16.49,01-Jan-2013
79517,101706,ICICI Prudential Multicap Fund - Dividend,16.62,16.45,16.62,02-Jan-2013
79518,101706,ICICI Prudential Multicap Fund - Dividend,16.68,16.51,16.68,03-Jan-2013
79519,101706,ICICI Prudential Multicap Fund - Dividend,16.68,16.51,16.68,04-Jan-2013
79520,101706,ICICI Prudential Multicap Fund - Dividend,16.62,16.45,16.62,07-Jan-2013
79521,101706,ICICI Prudential Multicap Fund - Dividend,16.62,16.45,16.62,08-Jan-2013
79522,101706,ICICI Prudential Multicap Fund - Dividend,16.56,16.39,16.56,09-Jan-2013
79523,101706,ICICI Prudential Multicap Fund - Dividend,16.54,16.37,16.54,10-Jan-2013
79524,101706,ICICI Prudential Multicap Fund - Dividend,16.45,16.29,16.45,11-Jan-2013
79525,101706,ICICI Prudential Multicap Fund - Dividend,16.59,16.42,16.59,14-Jan-2013
79526,101706,ICICI Prudential Multicap Fund - Dividend,16.69,16.52,16.69,15-Jan-2013
79527,101706,ICICI Prudential Multicap Fund - Dividend,16.56,16.39,16.56,16-Jan-2013
79528,101706,ICICI Prudential Multicap Fund - Dividend,16.63,16.46,16.63,17-Jan-2013
79529,101706,ICICI Prudential Multicap Fund - Dividend,16.63,16.46,16.63,18-Jan-2013
79530,101706,ICICI Prudential Multicap Fund - Dividend,16.69,16.52,16.69,21-Jan-2013
79531,101706,ICICI Prudential Multicap Fund - Dividend,16.59,16.42,16.59,22-Jan-2013
79532,101706,ICICI Prudential Multicap Fund - Dividend,16.56,16.39,16.56,23-Jan-2013
79533,101706,ICICI Prudential Multicap Fund - Dividend,16.41,16.25,16.41,24-Jan-2013
79534,101706,ICICI Prudential Multicap Fund - Dividend,16.58,16.41,16.58,25-Jan-2013
79535,101706,ICICI Prudential Multicap Fund - Dividend,16.57,16.4,16.57,28-Jan-2013
79536,101706,ICICI Prudential Multicap Fund - Dividend,16.45,16.29,16.45,29-Jan-2013
79537,101706,ICICI Prudential Multicap Fund - Dividend,16.46,16.3,16.46,30-Jan-2013
79538,101706,ICICI Prudential Multicap Fund - Dividend,16.42,16.26,16.42,31-Jan-2013
79539,101706,ICICI Prudential Multicap Fund - Dividend,16.37,16.21,16.37,01-Feb-2013
79540,101706,ICICI Prudential Multicap Fund - Dividend,16.27,16.11,16.27,04-Feb-2013
79541,101706,ICICI Prudential Multicap Fund - Dividend,16.12,15.96,16.12,05-Feb-2013
79542,101706,ICICI Prudential Multicap Fund - Dividend,16.11,15.95,16.11,06-Feb-2013
79543,101706,ICICI Prudential Multicap Fund - Dividend,16.02,15.86,16.02,07-Feb-2013
79544,101706,ICICI Prudential Multicap Fund - Dividend,15.92,15.76,15.92,08-Feb-2013
79545,101706,ICICI Prudential Multicap Fund - Dividend,15.89,15.73,15.89,11-Feb-2013
79546,101706,ICICI Prudential Multicap Fund - Dividend,15.98,15.82,15.98,12-Feb-2013
79547,101706,ICICI Prudential Multicap Fund - Dividend,15.95,15.79,15.95,13-Feb-2013
79548,101706,ICICI Prudential Multicap Fund - Dividend,15.82,15.66,15.82,14-Feb-2013
79549,101706,ICICI Prudential Multicap Fund - Dividend,15.75,15.59,15.75,15-Feb-2013
79550,101706,ICICI Prudential Multicap Fund - Dividend,15.8,15.64,15.8,18-Feb-2013
79551,101706,ICICI Prudential Multicap Fund - Dividend,15.95,15.79,15.95,19-Feb-2013
79552,101706,ICICI Prudential Multicap Fund - Dividend,15.96,15.8,15.96,20-Feb-2013
79553,101706,ICICI Prudential Multicap Fund - Dividend,15.73,15.57,15.73,21-Feb-2013
79554,101706,ICICI Prudential Multicap Fund - Dividend,15.74,15.58,15.74,22-Feb-2013
79555,101706,ICICI Prudential Multicap Fund - Dividend,15.69,15.53,15.69,25-Feb-2013
79556,101706,ICICI Prudential Multicap Fund - Dividend,15.47,15.32,15.47,26-Feb-2013
79557,101706,ICICI Prudential Multicap Fund - Dividend,15.62,15.46,15.62,27-Feb-2013
