Timeline Quarter,AUM
2012-01,26592.05
2012-04,26970.21
2012-07,27248.03
2012-10,28569.76
2013-01,27364.63
2013-04,26112.23
2013-07,23386.12
2013-10,24508.93
2014-01,24577.3
2014-04,26695.35
2014-07,28806.39
2014-10,31306.97
2015-01,33717.51
2015-04,33388.41
2015-07,33878.17
2015-10,33367.38
2016-01,30525.81
2016-04,32803.91
2016-07,36809.31
2016-10,33318.19
2017-01,33762.05
2017-04,35335.38
2017-07,36657.18
2017-10,37335.3
