Timeline Quarter,AUM
2012-04,74156.08
2013-04,95296.75
2014-04,95832.15
2015-04,152193.45
2016-04,196799.55
2017-04,265855.8
2012-01,73685.56
2013-01,97574.66
2014-01,94393.89
2015-01,120904.68
2016-01,159236.87
2017-01,246240.26
2012-07,86022.68
2013-07,91346.5
2014-07,103195.44
2015-07,154061.4
2016-07,229835.48
2017-07,277409.24
2012-10,98540.75
2013-10,93902.46
2014-10,111177.12
2015-10,148744.8
2016-10,229508.81
2017-10,284343.54
