Timeline Quarter,AUM
2012-01,366583.83
2012-04,340336.56
2012-07,343832.98
2012-10,355179.32
2013-01,343308.38
2013-04,307922.81
2013-07,274276.38
2013-10,276989.18
2014-01,263427.99
2014-04,282452.18
2014-07,305129.52
2014-10,315534.96
2015-01,314261.85
2015-04,282987.18
2015-07,273800.3
2015-10,257807.39
2016-01,222877.11
2016-04,225860.73
2016-07,241729.35
2016-10,233140.95
2017-01,240661.88
2017-04,243047.89
2017-07,246948.69
2017-10,251970.95
