,Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
83193,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.9306,9.9306,9.9306,27-Aug-2014
83194,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.9047,9.9047,9.9047,28-Aug-2014
83195,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8714,9.8714,9.8714,01-Sep-2014
83196,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.9469,9.9469,9.9469,02-Sep-2014
83197,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.9533,9.9533,9.9533,03-Sep-2014
83198,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8922,9.8922,9.8922,04-Sep-2014
83199,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8327,9.8327,9.8327,05-Sep-2014
83200,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8581,9.8581,9.8581,08-Sep-2014
83201,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.7912,9.7912,9.7912,09-Sep-2014
83202,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8746,9.7759,9.8746,10-Sep-2014
83203,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8788,9.78,9.8788,11-Sep-2014
83204,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8535,9.755,9.8535,12-Sep-2014
83205,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.869,9.7703,9.869,15-Sep-2014
83206,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8517,9.7532,9.8517,16-Sep-2014
83207,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.7917,9.6938,9.7917,17-Sep-2014
83208,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.7824,9.6846,9.7824,18-Sep-2014
83209,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8054,9.7073,9.8054,19-Sep-2014
83210,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8396,9.7412,9.8396,22-Sep-2014
83211,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8621,9.7635,9.8621,23-Sep-2014
83212,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8449,9.7465,9.8449,24-Sep-2014
83213,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.9231,9.8239,9.9231,25-Sep-2014
83214,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8924,9.7935,9.8924,26-Sep-2014
83215,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8739,9.7752,9.8739,29-Sep-2014
83216,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8489,9.7504,9.8489,30-Sep-2014
83217,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.8356,9.7372,9.8356,01-Oct-2014
83218,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.6489,9.5524,9.6489,07-Oct-2014
83219,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.5572,9.4616,9.5572,08-Oct-2014
83220,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.4714,9.3767,9.4714,09-Oct-2014
83221,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.3793,9.2855,9.3793,10-Oct-2014
83222,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.4314,9.3371,9.4314,13-Oct-2014
83223,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.2213,9.1291,9.2213,14-Oct-2014
83224,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.1833,9.0915,9.1833,16-Oct-2014
83225,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.0769,8.9861,9.0769,17-Oct-2014
83226,130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,9.2752,9.1824,9.2752,20-Oct-2014
