Id,Beta,Alpha,Mean_sharpe
119018,-0.217352229075,-28.9639551252,-26.9573879788,-36.295553252,-33.1566654994,-28.0377743974,-32.3071998475,-31.3774513252,-29.2012528893,-30.6132355601,-28.8333120331,-24.5004396593,-28.8199270601,-30.186422933,-26.6574627546,-26.9795416634,20.4313848334,-24.6271237143,-24.470683225,-23.9840794897,-2.24415211401,-2.07282346704,-2.7277198438,-2.61193151964,-2.15654746519,-2.53612724811,-2.47504191467,-2.29641964315,-2.41592522357,-2.32958250934,-1.84617587202,-1.9475108414,-2.33511149992,-2.08342507454,-2.10124172451,2.4262036329,-1.91674073344,-1.92871218779,-1.91215434994,-1.97427050522
108465,0.187901435016,-19.1308649336,-19.343472986,-40.5778058677,-22.9678890896,-26.0971875649,-21.0027507798,-21.0121979664,-20.3496267814,-16.4984202892,-20.6474805046,-27.4724913982,-10.448943665,-18.9246410693,-16.9701477205,-17.7486858439,-14.4312838178,-19.6476274356,-15.6512226397,-16.6762150016,-3.83253254037,-3.83653573146,-7.58689326614,-4.49634827805,-4.94779233506,-4.17331138148,-4.13439639847,-3.98514384287,-3.39043268424,-3.93389401182,-5.12731769393,-2.85014563373,-3.83722451282,-3.39914198472,-3.54279976089,-2.99406919143,-3.78828326712,-3.10858855219,-3.22943949819,-4.01022581921
102000,0.358713004634,-14.2997506369,-12.964723885,-15.5601578248,-17.5936821033,-13.2836304232,-16.8916225723,-16.7385705408,-15.3890781534,-16.4334785811,-16.8678142153,-11.490843796,-6.53437625205,-14.7947222591,-13.6780394469,-13.658627013,-97.3218165555,-12.3999205936,-13.0186421168,-13.3486683863,-1.133915784,-1.05192196664,-1.37722435306,-1.32149519369,-1.08381942904,-1.28288766986,-1.25216284624,-1.16200019035,-1.22566138873,-1.17651925726,-0.973387702252,-0.993991738472,-1.17965430129,-1.05364463001,-1.06357227932,-5.10516136524,-0.968629920691,-0.976095528238,-0.967009803388,-1.3341450183
102001,0.231110727419,-16.7312694758,-17.7423565977,-20.1422431595,-21.3156095663,-10.3200119997,-19.9520649032,-19.9825725727,-18.833582608,-25.3921519798,-19.6303093829,-14.553156605,-10.579837581,-17.5899660001,-13.9645728162,-16.6128823603,-66.6463355835,-16.1299170777,-13.6070255714,-15.7038290949,-1.72260788771,-1.78207102543,-2.16734995323,-2.10042226634,-1.23313195699,-1.99183802765,-1.97052546285,-1.85780701024,-2.37087379273,-1.8606406326,-1.53177477362,-1.49322665826,-1.81011758006,-1.46090834659,-1.6737424455,-5.4766778807,-1.60247514857,-1.38740906572,-1.52178128115,-1.94817795768
120539,0.0854981675676,-22.9600964345,-25.2678014103,-23.0459145469,-24.7987838014,-25.6254395322,-30.605315919,-23.6642148146,-21.4823043073,-22.7886198475,-23.3566177128,-20.7241345974,-22.1734438393,-22.7429636479,-21.6902054672,-18.9272087753,-19.2552207701,-19.5941445656,-10.1774981627,-17.0554958248,-7.39283580936,-8.04653055188,-7.68197831615,-7.97432783015,-8.17555260544,-9.67563656032,-7.6001668024,-6.92243391651,-7.32563226517,-7.39110839596,-6.6996464806,-7.50328516174,-7.36048516187,-6.94666904702,-6.1496713779,-6.2320451652,-6.29663802776,-3.49417370718,-5.48103580105,-7.07104489388
119782,0.113032230137,-25.9190981186,-20.5364829289,-21.2554934028,-23.651910001,-24.2854041935,-17.0447912509,-22.8710617384,-21.1471726773,-20.5705971543,-21.5451728092,-20.7935059256,-22.7995207405,-20.3702722737,-25.6497095438,-19.9568451235,-16.9390165882,-17.245951301,-17.5970730015,-19.7951942935,-9.27707706612,-7.50635884951,-8.15657542404,-8.6054197137,-8.74881054423,-6.46685238202,-8.2952719083,-7.6877842396,-7.52944303739,-7.69632965571,-7.57415728365,-8.76695649938,-7.53481750491,-9.08509559706,-7.27356646315,-6.28074811805,-6.3288138154,-6.39478352704,-7.05048909973,-7.69786056468
120665,0.113402782695,-21.5800960502,-18.0046399695,-28.5117903976,-24.0092372439,-21.3988143664,-22.986983848,-22.8847413788,-20.7543295436,-21.676780792,-22.743331761,-25.1126825583,-17.4581817485,-21.4051986476,-19.2630820933,-19.6141237557,-19.3560164181,-17.0281417633,-17.9377176821,-17.696127058,-8.58528446412,-7.29069186552,-11.4356803074,-9.50214237765,-8.51961909905,-9.13280609618,-9.04350608953,-8.23895695932,-8.59268723685,-8.80621837274,-9.76893201861,-7.67963528146,-8.57378232728,-7.65716000915,-7.80526281568,-7.69234625397,-6.81980154802,-7.0874849361,-6.94526099363,-8.37775047643
108466,0.448567603631,-11.4614145504,-12.8117969515,-31.3495633465,-15.2452657717,-11.0352610333,-14.2252843735,-14.3850425776,-12.9509907087,-13.6592662773,-15.2891300682,-21.308515211,-3.50886680082,-12.5936543828,-11.5048276451,-11.7139638737,-13.4185819073,-10.6119439109,-10.8917744589,-11.8658130646,-3.71134619195,-3.85784959105,-7.70413012158,-4.44330613721,-3.63842730098,-4.25839263104,-4.18659310193,-3.84976124831,-4.01960569343,-3.99001156164,-5.20718353262,-3.41014673802,-3.98641841318,-3.5080904964,-3.58760145549,-3.82347217581,-3.26620421987,-3.21732569286,-3.2703651212,-4.04927533813
103309,0.0967742962843,-21.2206938676,-20.878868437,-29.0168796745,-24.698550147,-20.6970697551,-23.7723566781,-23.2876980746,-21.3715948005,-22.2935394903,-22.9669858482,-23.3573290912,-17.5523460789,-22.0014037589,-19.4012400119,-19.8888210064,-20.8596288085,-18.0076157475,-17.9160674112,-18.6931617441,-8.52027453971,-8.36251245544,-11.690771739,-9.82790364725,-8.33008431474,-9.4854106974,-9.26429440425,-8.52512617444,-8.88308108309,-8.98472266306,-9.23992093762,-7.67367304305,-8.84481790494,-7.76506425302,-7.96228394963,-8.29205033269,-7.217278541,-7.13924521232,-7.36860055099,-8.5987956023
103308,-0.288463703351,-31.2319545646,-29.4017339207,-38.6439119975,-35.5103246963,-69.5171468984,-34.331389701,-32.6688485897,-31.0553356585,-32.4387330201,-28.2922843756,-30.1851963402,-34.4371023461,-32.2747690748,-28.9977439313,-29.6074501171,-27.9915345711,-26.173190679,-26.5320811317,-26.4178250786,-2.69226016137,-2.51854632191,-3.18620048603,-3.12167501622,-7.00648727353,-2.9975011618,-2.85383788518,-2.71850506878,-2.84985476641,-2.51405588891,-2.62019634007,-2.6116282456,-2.76900293037,-2.53443173547,-2.58278162107,-2.41899120958,-2.25951910462,-2.34202618867,-2.37604682364,-2.89334464365
102823,0.141025310906,-24.9871805205,-19.8619576785,-20.2204853492,-22.8900014855,-23.5745172769,-16.2954276044,-22.1642993742,-20.4814047644,-19.8835332552,-20.9732315603,-20.1534956108,-22.2055199089,-19.5907654355,-23.6514534928,-19.4060486521,-16.2867238028,-16.7475924114,-17.0277136881,-19.1325567709,-9.64562276764,-7.86781052095,-8.53598038019,-9.01456162246,-9.16626611716,-6.77560380682,-8.693029267,-8.05687326996,-7.89090163616,-8.06644377018,-7.94660172677,-9.35367985846,-7.88346750267,-9.05718703132,-7.65373016771,-6.57393707593,-6.66307569175,-6.69598704106,-7.33787432703,-8.0462438727
119783,0.11017086833,-25.9690547879,-20.6073214508,-21.357491057,-23.7241020687,-24.3406691859,-17.4952779954,-22.9436334008,-21.2161736918,-20.6376378101,-21.5982872888,-20.8633348706,-22.8780083248,-20.4470854097,-25.7377561386,-20.0222119534,-17.0023592295,-17.3092674511,-17.6541920336,-19.8498627848,-9.37835846913,-7.59463098794,-8.25190448388,-8.70457213485,-8.84568042965,-6.66451396505,-8.39241348099,-7.77797623089,-7.61643790454,-7.78450848931,-7.6632793455,-8.85888267132,-7.62327028346,-9.19923819011,-7.35850597124,-6.35391800463,-6.40384014952,-6.46977064067,-7.13370650722,-7.79344254421
