,Quarter,NAV,ID
1,2013Q2,-0.0243491848444,102401
2,2013Q3,-0.187507038549,102401
3,2013Q4,0.0671787291321,102401
4,2014Q1,0.00880724981179,102401
5,2014Q2,0.235364713812,102401
6,2014Q3,0.0927572734043,102401
7,2014Q4,0.109665713224,102401
8,2015Q1,0.0841877476765,102401
9,2015Q2,-0.0586480593933,102401
10,2015Q3,0.00114979557995,102401
11,2015Q4,-0.0460687113439,102401
12,2016Q1,-0.11652421642,102401
13,2016Q2,0.13175944232,102401
14,2016Q3,0.158487880699,102401
15,2016Q4,-0.0148686997147,102401
16,2017Q1,0.050655153009,102401
17,2017Q2,0.124797667508,102401
18,2017Q3,0.0817126929723,102401
19,2017Q4,0.0262604945723,102401
0,2013Q1,0.084600877238,103168
1,2013Q2,-0.0505427948638,103168
2,2013Q3,0.160601897414,103168
3,2013Q4,0.140665293807,103168
4,2014Q1,0.0781871846109,103168
5,2014Q2,-0.0253548770821,103168
6,2014Q3,0.132551596819,103168
7,2014Q4,0.0679492663551,103168
8,2015Q1,0.0749756302722,103168
9,2015Q2,-0.0471343679432,103168
10,2015Q3,0.0280360635846,103168
11,2015Q4,0.033140954153,103168
12,2016Q1,-0.0427178142973,103168
13,2016Q2,0.0605987282202,103168
14,2016Q3,-0.0344302606509,103168
15,2016Q4,-0.036159647236,103168
16,2017Q1,0.032905388135,103168
17,2017Q2,0.00268647137153,103168
18,2017Q3,0.0353766129274,103168
19,2017Q4,0.0882537993412,103168
0,2013Q1,,120577
1,2013Q2,,120577
2,2013Q3,0.165241099748,120577
3,2013Q4,0.140839681246,120577
4,2014Q1,0.0991744929629,120577
5,2014Q2,-0.0401702148811,120577
6,2014Q3,0.145184941919,120577
7,2014Q4,0.0998472593544,120577
8,2015Q1,0.0838005162474,120577
9,2015Q2,-0.0615704171481,120577
10,2015Q3,0.00535462548034,120577
11,2015Q4,0.00935587275974,120577
12,2016Q1,-0.0368965506771,120577
13,2016Q2,0.0339784861474,120577
14,2016Q3,-0.00334447232015,120577
15,2016Q4,-0.0469054453794,120577
16,2017Q1,0.0192549787784,120577
17,2017Q2,-0.0183837137841,120577
18,2017Q3,0.0124609226647,120577
19,2017Q4,0.0624891183751,120577
0,2013Q1,0.0,135796
1,2013Q2,0.0,135796
2,2013Q3,0.0,135796
3,2013Q4,0.0,135796
4,2014Q1,0.0,135796
5,2014Q2,0.0,135796
6,2014Q3,0.0,135796
7,2014Q4,0.0,135796
8,2015Q1,0.0,135796
9,2015Q2,0.0,135796
10,2015Q3,0.0,135796
11,2015Q4,-0.00104435959707,135796
12,2016Q1,-0.000460480161968,135796
13,2016Q2,0.0309182055265,135796
14,2016Q3,-0.0610402230472,135796
15,2016Q4,-0.0596813738193,135796
16,2017Q1,0.0219887975225,135796
17,2017Q2,-0.00541040045189,135796
18,2017Q3,0.0332671102305,135796
19,2017Q4,0.0777186004172,135796
0,2013Q1,-0.0208732447062,115242
1,2013Q2,-0.0300791119314,115242
2,2013Q3,0.0130180372673,115242
3,2013Q4,0.0431881344257,115242
4,2014Q1,0.00589790950337,115242
5,2014Q2,0.0661404970766,115242
6,2014Q3,-0.0103255235755,115242
7,2014Q4,0.00953996604714,115242
8,2015Q1,0.0357545250506,115242
9,2015Q2,-0.0281517535216,115242
10,2015Q3,-0.0106870463111,115242
11,2015Q4,-0.0255144616734,115242
12,2016Q1,-0.0271998350157,115242
13,2016Q2,0.0527608548074,115242
14,2016Q3,0.056703139564,115242
15,2016Q4,-0.0817768662672,115242
16,2017Q1,-0.0213897097501,115242
17,2017Q2,0.012433694725,115242
18,2017Q3,-0.00894604001272,115242
19,2017Q4,0.0243556049969,115242
0,2013Q1,-0.0269089177508,120587
1,2013Q2,0.0667682472402,120587
2,2013Q3,0.028788415357,120587
3,2013Q4,0.00838744206548,120587
4,2014Q1,0.0154948442823,120587
5,2014Q2,0.0554637805719,120587
6,2014Q3,0.0745147169881,120587
7,2014Q4,0.100198381239,120587
8,2015Q1,0.0839012343218,120587
9,2015Q2,-0.0134971723484,120587
10,2015Q3,0.0130693708608,120587
11,2015Q4,0.0102068688245,120587
12,2016Q1,-0.0529868212273,120587
13,2016Q2,0.0646002600055,120587
14,2016Q3,0.0993963632297,120587
15,2016Q4,-0.0576421390521,120587
16,2017Q1,0.0528947466859,120587
17,2017Q2,0.103926480774,120587
18,2017Q3,0.0537717459585,120587
19,2017Q4,0.0360051020111,120587
0,2013Q1,-0.00577440761476,103504
1,2013Q2,-0.00809409544241,103504
2,2013Q3,-0.0396103504637,103504
3,2013Q4,0.0831995143375,103504
4,2014Q1,0.0445942653543,103504
5,2014Q2,0.125185941956,103504
6,2014Q3,0.143553489771,103504
7,2014Q4,0.0769226306669,103504
8,2015Q1,0.0888524590988,103504
9,2015Q2,0.0058509281516,103504
10,2015Q3,0.0155981042585,103504
11,2015Q4,-0.013127547819,103504
12,2016Q1,-0.0446562842375,103504
13,2016Q2,0.0758362872828,103504
14,2016Q3,0.0889048620476,103504
15,2016Q4,-0.0249371079176,103504
16,2017Q1,0.030958845371,103504
17,2017Q2,0.0804526717613,103504
18,2017Q3,0.0494646807988,103504
19,2017Q4,0.0332990428269,103504
0,2013Q1,-0.031135568875,100806
1,2013Q2,0.068121897351,100806
2,2013Q3,0.0519444029101,100806
3,2013Q4,0.0704417792477,100806
4,2014Q1,0.0693602568996,100806
5,2014Q2,0.0233108741603,100806
6,2014Q3,0.184990337707,100806
7,2014Q4,0.109193945056,100806
8,2015Q1,0.089278113032,100806
9,2015Q2,0.0495597164146,100806
10,2015Q3,0.032549871389,100806
11,2015Q4,-0.0178618544846,100806
12,2016Q1,-0.0763576418947,100806
13,2016Q2,-0.0229935483811,100806
14,2016Q3,0.0698784724512,100806
15,2016Q4,-0.0349694537668,100806
16,2017Q1,-0.02829111608,100806
17,2017Q2,-0.0306545944524,100806
18,2017Q3,-0.0249168175538,100806
19,2017Q4,0.032831556835,100806
0,2013Q1,-0.0140495322703,103174
1,2013Q2,-0.0106774664026,103174
2,2013Q3,-0.0227526974341,103174
3,2013Q4,0.089058837096,103174
4,2014Q1,0.0318105039847,103174
5,2014Q2,0.151843086851,103174
6,2014Q3,0.119807703566,103174
7,2014Q4,0.0701831410921,103174
8,2015Q1,0.0802174882106,103174
9,2015Q2,-0.0197845844095,103174
10,2015Q3,0.0061407536211,103174
11,2015Q4,-0.0251614105342,103174
12,2016Q1,-0.058315711547,103174
13,2016Q2,0.0736912521874,103174
14,2016Q3,0.106564926167,103174
15,2016Q4,-0.0229176304769,103174
16,2017Q1,0.0441539090589,103174
17,2017Q2,0.0791500125214,103174
18,2017Q3,0.0561097135292,103174
19,2017Q4,0.0305482761319,103174
0,2013Q1,-0.0494561852801,118759
1,2013Q2,0.0496275135624,118759
2,2013Q3,0.0275166941526,118759
3,2013Q4,0.0760409124206,118759
4,2014Q1,0.10887007858,118759
5,2014Q2,0.0389082674688,118759
6,2014Q3,0.17954168626,118759
7,2014Q4,0.135949061928,118759
8,2015Q1,0.0695218662732,118759
9,2015Q2,0.0261495856908,118759
10,2015Q3,0.0814867692283,118759
11,2015Q4,0.0366442230198,118759
12,2016Q1,-0.089836267744,118759
13,2016Q2,-0.0324244535425,118759
14,2016Q3,0.0717214691103,118759
15,2016Q4,0.00109003581774,118759
16,2017Q1,-0.0498157334593,118759
17,2017Q2,-0.0388497901123,118759
18,2017Q3,-0.00938279622263,118759
19,2017Q4,0.0636537423695,118759
0,2013Q1,-0.00828439926587,108466
1,2013Q2,-0.0141041888977,108466
2,2013Q3,-0.0042884413985,108466
3,2013Q4,0.0877570648064,108466
4,2014Q1,0.0265644173666,108466
5,2014Q2,0.135177621594,108466
6,2014Q3,0.11946344982,108466
7,2014Q4,0.0679781894295,108466
8,2015Q1,0.0627355609571,108466
9,2015Q2,-0.0273744133684,108466
10,2015Q3,0.00257454479626,108466
11,2015Q4,-0.0208710621733,108466
12,2016Q1,-0.0693098063277,108466
13,2016Q2,0.0713832715192,108466
14,2016Q3,0.105328407707,108466
15,2016Q4,-0.0148771753153,108466
16,2017Q1,0.0503024717113,108466
17,2017Q2,0.0709027109389,108466
18,2017Q3,0.0583255579462,108466
19,2017Q4,0.0530702305676,108466
0,2013Q1,-0.0268350644868,120588
1,2013Q2,0.0667309966793,120588
2,2013Q3,0.028757309175,120588
3,2013Q4,0.00840233672274,120588
4,2014Q1,0.0154455391329,120588
5,2014Q2,0.0555070015156,120588
6,2014Q3,0.0744964952846,120588
7,2014Q4,0.100197057154,120588
8,2015Q1,0.0838917799301,120588
9,2015Q2,-0.0135571480736,120588
10,2015Q3,0.0130626321023,120588
11,2015Q4,0.0101930348824,120588
12,2016Q1,-0.0530029779881,120588
13,2016Q2,0.0645753841148,120588
14,2016Q3,0.0993998610528,120588
15,2016Q4,-0.0576320924436,120588
16,2017Q1,-0.00106357809279,120588
17,2017Q2,0.10271089406,120588
18,2017Q3,0.0537754489834,120588
19,2017Q4,0.0360062000737,120588
0,2013Q1,-0.115095639141,102433
1,2013Q2,0.036063837747,102433
2,2013Q3,0.0258019196631,102433
3,2013Q4,0.0743992568649,102433
4,2014Q1,0.0645349991637,102433
5,2014Q2,-0.00975299610837,102433
6,2014Q3,0.17771675672,102433
7,2014Q4,0.134056799014,102433
8,2015Q1,0.00409646037977,102433
9,2015Q2,-0.0114739972706,102433
10,2015Q3,0.0795851442888,102433
11,2015Q4,0.0342618233891,102433
12,2016Q1,-0.119505826395,102433
13,2016Q2,-0.111040686063,102433
14,2016Q3,0.0694687101003,102433
15,2016Q4,-0.00109160397361,102433
16,2017Q1,-0.0830534781972,102433
17,2017Q2,-0.117780871932,102433
18,2017Q3,-0.0116276212153,102433
19,2017Q4,0.0612979903523,102433
0,2013Q1,,120578
1,2013Q2,,120578
2,2013Q3,0.166977619431,120578
3,2013Q4,0.14196796254,120578
4,2014Q1,0.100211449805,120578
5,2014Q2,-0.038811443228,120578
6,2014Q3,0.146875867918,120578
7,2014Q4,0.101855802568,120578
8,2015Q1,0.0858849529571,120578
9,2015Q2,-0.0579197953308,120578
10,2015Q3,0.00828202111605,120578
11,2015Q4,0.0121066096208,120578
12,2016Q1,-0.0346260854147,120578
13,2016Q2,0.0356049399816,120578
14,2016Q3,-0.00133352295644,120578
15,2016Q4,-0.045053484712,120578
16,2017Q1,0.0201655030241,120578
17,2017Q2,-0.0168872886496,120578
18,2017Q3,0.0139561916558,120578
19,2017Q4,0.0640612333661,120578
0,2013Q1,-0.00181946139947,101295
1,2013Q2,-0.0142298520506,101295
2,2013Q3,-0.0353993657071,101295
3,2013Q4,0.0726082741502,101295
4,2014Q1,0.0257466944345,101295
5,2014Q2,0.0400590246629,101295
6,2014Q3,0.0741897077802,101295
7,2014Q4,0.0736323191032,101295
8,2015Q1,0.0780386420903,101295
9,2015Q2,-0.14899621248,101295
10,2015Q3,-0.0366250312081,101295
11,2015Q4,-0.0107159773997,101295
12,2016Q1,-0.0601219569089,101295
13,2016Q2,-0.0331011784122,101295
14,2016Q3,0.0511966059454,101295
15,2016Q4,-0.0219083894549,101295
16,2017Q1,0.0135314234069,101295
17,2017Q2,0.0512958095357,101295
18,2017Q3,0.000155694288474,101295
19,2017Q4,0.026634270334,101295
0,2013Q1,0.0,125598
1,2013Q2,0.0,125598
2,2013Q3,0.0,125598
3,2013Q4,0.00106468778063,125598
4,2014Q1,-0.0008999509568,125598
5,2014Q2,0.191712595091,125598
6,2014Q3,-0.0301798741507,125598
7,2014Q4,0.103565619068,125598
8,2015Q1,0.135068494978,125598
9,2015Q2,-0.0363606562356,125598
10,2015Q3,0.0184924916001,125598
11,2015Q4,-0.034263885821,125598
12,2016Q1,-0.0577827921773,125598
13,2016Q2,0.139006214925,125598
14,2016Q3,0.186118891135,125598
15,2016Q4,-0.031676312593,125598
16,2017Q1,0.0614514896767,125598
17,2017Q2,0.133753221083,125598
18,2017Q3,0.0973676310007,125598
19,2017Q4,0.0274525818736,125598
0,2013Q1,-0.0162803562377,119783
1,2013Q2,0.0684586297755,119783
2,2013Q3,0.0527655697388,119783
3,2013Q4,0.0886207474695,119783
4,2014Q1,0.0860435216083,119783
5,2014Q2,0.0314967227173,119783
6,2014Q3,0.210114194181,119783
7,2014Q4,0.128903813159,119783
8,2015Q1,0.100201737978,119783
9,2015Q2,0.0961807475544,119783
10,2015Q3,0.0581219257431,119783
11,2015Q4,0.0268047040638,119783
12,2016Q1,-0.0763516819978,119783
13,2016Q2,-0.0107588755223,119783
14,2016Q3,0.0552416128545,119783
15,2016Q4,-0.0339680039772,119783
16,2017Q1,-0.0230903559727,119783
17,2017Q2,-0.0435167086284,119783
18,2017Q3,-0.0345687648711,119783
19,2017Q4,0.0286335036606,119783
0,2013Q1,0.0,130496
1,2013Q2,0.0,130496
2,2013Q3,0.0,130496
3,2013Q4,0.0,130496
4,2014Q1,0.0,130496
5,2014Q2,0.0,130496
6,2014Q3,0.0232771814429,130496
7,2014Q4,0.0452744971227,130496
8,2015Q1,0.0405383661786,130496
9,2015Q2,-0.020467124951,130496
10,2015Q3,-0.0120383550557,130496
11,2015Q4,-0.0353701756964,130496
12,2016Q1,-0.0897341369375,130496
13,2016Q2,0.0704589116052,130496
14,2016Q3,0.0841074034977,130496
15,2016Q4,-0.0196179629508,130496
16,2017Q1,0.0457862531238,130496
17,2017Q2,0.0854596167503,130496
18,2017Q3,0.0366989228583,130496
19,2017Q4,0.0382366992744,130496
0,2013Q1,-0.0135965712385,120585
1,2013Q2,-0.012482719571,120585
2,2013Q3,-0.0024778032576,120585
3,2013Q4,0.0896803762672,120585
4,2014Q1,0.0285894094903,120585
5,2014Q2,0.137159179015,120585
6,2014Q3,0.12137814174,120585
7,2014Q4,0.0698727473103,120585
8,2015Q1,-0.00110900503007,120585
9,2015Q2,-0.0423894289394,120585
10,2015Q3,0.00497857462884,120585
11,2015Q4,-0.0181717987013,120585
12,2016Q1,-0.0665682097339,120585
13,2016Q2,0.0735966926193,120585
14,2016Q3,0.107783323159,120585
15,2016Q4,-0.0123831765391,120585
16,2017Q1,0.0205579750375,120585
17,2017Q2,0.0620876231974,120585
18,2017Q3,0.0607306565793,120585
19,2017Q4,0.055494386662,120585
0,2013Q1,-0.0112770752021,119598
1,2013Q2,-0.00707385365909,119598
2,2013Q3,-0.0383960506396,119598
3,2013Q4,0.0844909216045,119598
4,2014Q1,0.0459683823508,119598
5,2014Q2,0.126693500666,119598
6,2014Q3,0.145120136241,119598
7,2014Q4,0.0783137843903,119598
8,2015Q1,0.0904734108873,119598
9,2015Q2,0.00810690744068,119598
10,2015Q3,0.0175292108291,119598
11,2015Q4,-0.0105975244043,119598
12,2016Q1,-0.0412967950396,119598
13,2016Q2,0.0794542446957,119598
14,2016Q3,0.0916531834614,119598
15,2016Q4,-0.0222353310362,119598
16,2017Q1,0.033673080681,119598
17,2017Q2,0.0832301465643,119598
18,2017Q3,0.0523495766895,119598
19,2017Q4,0.0361831431706,119598
0,2013Q1,0.0,135807
1,2013Q2,0.0,135807
2,2013Q3,0.0,135807
3,2013Q4,0.0,135807
4,2014Q1,0.0,135807
5,2014Q2,0.0,135807
6,2014Q3,0.0,135807
7,2014Q4,0.0,135807
8,2015Q1,0.0,135807
9,2015Q2,0.0,135807
10,2015Q3,0.0,135807
11,2015Q4,-0.000332288506974,135807
12,2016Q1,-0.024064098957,135807
13,2016Q2,-0.0400059358404,135807
14,2016Q3,0.0402254681256,135807
15,2016Q4,-0.0525596977054,135807
16,2017Q1,-0.0299808151712,135807
17,2017Q2,0.0125927360707,135807
18,2017Q3,-0.0555762254837,135807
19,2017Q4,0.025783182271,135807
0,2013Q1,0.0,140448
1,2013Q2,0.0,140448
2,2013Q3,0.0,140448
3,2013Q4,0.0,140448
4,2014Q1,0.0,140448
5,2014Q2,0.0,140448
6,2014Q3,0.0,140448
7,2014Q4,0.0,140448
8,2015Q1,0.0,140448
9,2015Q2,0.0,140448
10,2015Q3,0.0,140448
11,2015Q4,0.0,140448
12,2016Q1,0.0,140448
13,2016Q2,0.0,140448
14,2016Q3,0.0,140448
15,2016Q4,0.0,140448
16,2017Q1,0.0512676006766,140448
17,2017Q2,0.067292205033,140448
18,2017Q3,0.045354648314,140448
19,2017Q4,0.0499862000565,140448
0,2013Q1,0.120611827468,119731
1,2013Q2,-0.0571033321336,119731
2,2013Q3,0.165600787663,119731
3,2013Q4,0.141819266087,119731
4,2014Q1,0.100214828024,119731
5,2014Q2,-0.0388027164681,119731
6,2014Q3,0.146833583293,119731
7,2014Q4,0.101766514781,119731
8,2015Q1,0.0858838173598,119731
9,2015Q2,-0.0664847331075,119731
10,2015Q3,-0.147888582057,119731
11,2015Q4,0.0108097563398,119731
12,2016Q1,-0.0346197740305,119731
13,2016Q2,0.0356095165693,119731
14,2016Q3,-0.00118635717332,119731
15,2016Q4,-0.0449862574643,119731
16,2017Q1,0.0201228132432,119731
17,2017Q2,-0.0169237503892,119731
18,2017Q3,0.0139794649662,119731
19,2017Q4,0.0641287618466,119731
0,2013Q1,-0.0257152732836,100352
1,2013Q2,0.065083226182,100352
2,2013Q3,0.026953010458,100352
3,2013Q4,0.00677402246114,100352
4,2014Q1,0.0140978855444,100352
5,2014Q2,0.0539683347885,100352
6,2014Q3,0.0732725782328,100352
7,2014Q4,0.098955828634,100352
8,2015Q1,0.082366111708,100352
9,2015Q2,-0.015173417325,100352
10,2015Q3,0.0114089003368,100352
11,2015Q4,0.0084725086713,100352
12,2016Q1,-0.0550892846942,100352
13,2016Q2,0.0623654649328,100352
14,2016Q3,0.0974785313594,100352
15,2016Q4,-0.0593655205565,100352
16,2017Q1,0.0515356169975,100352
17,2017Q2,0.102979416108,100352
18,2017Q3,0.0519406772094,100352
19,2017Q4,0.0340561961459,100352
0,2013Q1,-0.060042850484,120733
1,2013Q2,-0.0216566196735,120733
2,2013Q3,-0.184952316893,120733
3,2013Q4,0.0695095003496,120733
4,2014Q1,0.0109836260605,120733
5,2014Q2,0.237300087772,120733
6,2014Q3,0.0948393869684,120733
7,2014Q4,0.11202808844,120733
8,2015Q1,0.0867426286807,120733
9,2015Q2,-0.056157938676,120733
10,2015Q3,0.00366076557252,120733
11,2015Q4,-0.0435265905153,120733
12,2016Q1,-0.113962085436,120733
13,2016Q2,0.134148785987,120733
14,2016Q3,0.161082337472,120733
15,2016Q4,-0.0120589563798,120733
16,2017Q1,0.0534124058147,120733
17,2017Q2,0.127614402023,120733
18,2017Q3,0.0845912463884,120733
19,2017Q4,0.0291317453145,120733
0,2013Q1,-0.016632333167,102823
1,2013Q2,0.0666500339452,102823
2,2013Q3,0.0508401697835,102823
3,2013Q4,0.0868660142563,102823
4,2014Q1,0.0843474586322,102823
5,2014Q2,0.0294915163877,102823
6,2014Q3,0.207768133712,102823
7,2014Q4,0.126409460378,102823
8,2015Q1,0.0975591448212,102823
9,2015Q2,0.0927197005314,102823
10,2015Q3,0.0547437674874,102823
11,2015Q4,0.0235620334147,102823
12,2016Q1,-0.0796277555326,102823
13,2016Q2,-0.013888305197,102823
14,2016Q3,0.0519874554325,102823
15,2016Q4,-0.0370712492975,102823
16,2017Q1,-0.0258894383927,102823
17,2017Q2,-0.0464024851163,102823
18,2017Q3,-0.0374396624172,102823
19,2017Q4,0.0254771459196,102823
0,2013Q1,-0.0557669047842,120245
1,2013Q2,-0.0193885878703,120245
2,2013Q3,-0.13192216391,120245
3,2013Q4,0.0991346640419,120245
4,2014Q1,0.0139571033897,120245
5,2014Q2,0.254531655479,120245
6,2014Q3,0.127863927492,120245
7,2014Q4,0.108010806936,120245
8,2015Q1,0.096072391058,120245
9,2015Q2,-0.0594638267853,120245
10,2015Q3,0.0283487627748,120245
11,2015Q4,-0.0500421019669,120245
12,2016Q1,-0.112371734899,120245
13,2016Q2,0.128104716863,120245
14,2016Q3,0.207425954284,120245
15,2016Q4,0.0103626102439,120245
16,2017Q1,0.04666139041,120245
17,2017Q2,0.108294299627,120245
18,2017Q3,0.0783371212963,120245
19,2017Q4,0.0217280184799,120245
0,2013Q1,0.0,135794
1,2013Q2,0.0,135794
2,2013Q3,0.0,135794
3,2013Q4,0.0,135794
4,2014Q1,0.0,135794
5,2014Q2,0.0,135794
6,2014Q3,0.0,135794
7,2014Q4,0.0,135794
8,2015Q1,0.0,135794
9,2015Q2,0.0,135794
10,2015Q3,0.0,135794
11,2015Q4,0.000295162005706,135794
12,2016Q1,-0.0459483685839,135794
13,2016Q2,0.113456611201,135794
14,2016Q3,0.161329053612,135794
15,2016Q4,-0.0143796273913,135794
16,2017Q1,0.0665158888034,135794
17,2017Q2,0.150045987588,135794
18,2017Q3,0.0986675023846,135794
19,2017Q4,0.00278060734427,135794
0,2013Q1,0.0,140452
1,2013Q2,0.0,140452
2,2013Q3,0.0,140452
3,2013Q4,0.0,140452
4,2014Q1,0.0,140452
5,2014Q2,0.0,140452
6,2014Q3,0.0,140452
7,2014Q4,0.0,140452
8,2015Q1,0.0,140452
9,2015Q2,0.0,140452
10,2015Q3,0.0,140452
11,2015Q4,0.0,140452
12,2016Q1,0.0,140452
13,2016Q2,0.0,140452
14,2016Q3,0.0,140452
15,2016Q4,0.0,140452
16,2017Q1,0.0505192289643,140452
17,2017Q2,0.0657574248435,140452
18,2017Q3,0.0438669130513,140452
19,2017Q4,0.0483392119299,140452
0,2013Q1,-0.0479758964666,108465
1,2013Q2,-0.0315551406481,108465
2,2013Q3,-0.00431542597812,108465
3,2013Q4,0.0877409298075,108465
4,2014Q1,-0.032812362238,108465
5,2014Q2,0.110313555609,108465
6,2014Q3,0.119474601499,108465
7,2014Q4,0.0679555216933,108465
8,2015Q1,-0.0150329689055,108465
9,2015Q2,-0.0477360632142,108465
10,2015Q3,0.00260331445157,108465
11,2015Q4,-0.0208623899468,108465
12,2016Q1,-0.136619135107,108465
13,2016Q2,0.055950750732,108465
14,2016Q3,0.105304833568,108465
15,2016Q4,-0.0148478278711,108465
16,2017Q1,-0.0221949781924,108465
17,2017Q2,0.0466373378976,108465
18,2017Q3,0.058319528786,108465
19,2017Q4,0.0531090016175,108465
0,2013Q1,0.0,135790
1,2013Q2,0.0,135790
2,2013Q3,0.0,135790
3,2013Q4,0.0,135790
4,2014Q1,0.0,135790
5,2014Q2,0.0,135790
6,2014Q3,0.0,135790
7,2014Q4,0.0,135790
8,2015Q1,0.0,135790
9,2015Q2,0.0,135790
10,2015Q3,0.0,135790
11,2015Q4,0.000295162005706,135790
12,2016Q1,-0.0459483685839,135790
13,2016Q2,0.113456611201,135790
14,2016Q3,0.161329053612,135790
15,2016Q4,-0.0143796273913,135790
16,2017Q1,0.0665158888034,135790
17,2017Q2,0.150045987588,135790
18,2017Q3,0.0986675023846,135790
19,2017Q4,0.00278060734427,135790
0,2013Q1,-0.0151590237259,100475
1,2013Q2,-0.0117755831649,100475
2,2013Q3,0.00172440568223,100475
3,2013Q4,0.0685599611894,100475
4,2014Q1,0.0245622639351,100475
5,2014Q2,0.109767404986,100475
6,2014Q3,0.110214107652,100475
7,2014Q4,0.0561601662904,100475
8,2015Q1,0.0790784115719,100475
9,2015Q2,-0.0223104062334,100475
10,2015Q3,0.0171911028612,100475
11,2015Q4,-0.0306886547117,100475
12,2016Q1,-0.065482094007,100475
13,2016Q2,0.0625686431277,100475
14,2016Q3,0.0908566429823,100475
15,2016Q4,-0.0267474555692,100475
16,2017Q1,0.033534704513,100475
17,2017Q2,0.0773710253882,100475
18,2017Q3,0.0498872461843,100475
19,2017Q4,0.0353239848267,100475
0,2013Q1,-0.00192350110623,104523
1,2013Q2,-0.0142223681965,104523
2,2013Q3,-0.0354113849944,104523
3,2013Q4,0.0726298255055,104523
4,2014Q1,0.0257745266367,104523
5,2014Q2,0.128483472488,104523
6,2014Q3,0.119369008244,104523
7,2014Q4,0.0736368038406,104523
8,2015Q1,0.07804147624,104523
9,2015Q2,-0.019634291964,104523
10,2015Q3,0.00666885888201,104523
11,2015Q4,-0.0107036684493,104523
12,2016Q1,-0.0601212631376,104523
13,2016Q2,0.0718608800075,104523
14,2016Q3,0.0973357130901,104523
15,2016Q4,-0.021893718646,104523
16,2017Q1,0.0135526918352,104523
17,2017Q2,0.0733511367407,104523
18,2017Q3,0.0403859229086,104523
19,2017Q4,0.0266314110366,104523
0,2013Q1,-0.016701169742,100644
1,2013Q2,0.0666634499095,100644
2,2013Q3,0.0508572344727,100644
3,2013Q4,0.0868069621213,100644
4,2014Q1,0.084333691071,100644
5,2014Q2,0.0295535240222,100644
6,2014Q3,0.207877096714,100644
7,2014Q4,0.126407376657,100644
8,2015Q1,0.028689939599,100644
9,2015Q2,0.0591871020836,100644
10,2015Q3,0.0547131088511,100644
11,2015Q4,0.0235527917855,100644
12,2016Q1,-0.0796184148306,100644
13,2016Q2,-0.0138872232808,100644
14,2016Q3,0.0519835617068,100644
15,2016Q4,-0.0370749690764,100644
16,2017Q1,-0.0258870871886,100644
17,2017Q2,-0.0464006717392,100644
18,2017Q3,-0.0373993568697,100644
19,2017Q4,0.0254804565557,100644
0,2013Q1,-0.071664794224,103308
1,2013Q2,-0.0475268872461,103308
2,2013Q3,-0.0812398800027,103308
3,2013Q4,0.10502877706,103308
4,2014Q1,-0.00420024732277,103308
5,2014Q2,0.145747793412,103308
6,2014Q3,0.0735115117771,103308
7,2014Q4,0.0751846569297,103308
8,2015Q1,0.0378322673434,103308
9,2015Q2,-0.0369197204465,103308
10,2015Q3,-0.0799389469501,103308
11,2015Q4,-0.056591753447,103308
12,2016Q1,-0.0646278577338,103308
13,2016Q2,0.0682540388296,103308
14,2016Q3,0.039950542609,103308
15,2016Q4,-0.03878837293,103308
